"carat","cut","color","clarity","depth","table","price","x","y","z"
0.42,"Ideal","G","VS2",62.2,54,847,4.8,4.82,2.99
0.42,"Very Good","G","VS2",60.1,61,847,4.79,4.86,2.9
0.42,"Very Good","G","VS2",62.6,57,847,4.76,4.8,2.99
0.42,"Ideal","G","VS2",61.2,56,847,4.8,4.84,2.95
0.42,"Ideal","G","VS2",61.8,56,847,4.81,4.84,2.98
0.42,"Premium","H","VS1",61.7,59,847,4.76,4.83,2.96
0.42,"Premium","G","VS2",59.8,58,847,4.86,4.9,2.92
0.3,"Ideal","D","VS1",62,54,848,4.34,4.3,2.68
0.3,"Premium","D","VS1",59.4,60,848,4.38,4.34,2.59
0.33,"Very Good","E","VVS1",61.6,53,848,4.46,4.5,2.76
0.34,"Ideal","F","VVS2",61.3,56,848,4.52,4.56,2.78
0.43,"Ideal","I","VVS1",61.6,54,848,4.88,4.92,3.02
0.43,"Ideal","F","VS2",61.4,54,848,4.9,4.93,3.02
0.3,"Good","D","VVS1",64.3,57,848,4.27,4.32,2.76
0.3,"Premium","D","VS1",60.7,58,848,4.36,4.34,2.64
0.3,"Ideal","D","VS1",61.8,56,848,4.34,4.3,2.67
0.3,"Premium","D","VS1",59.7,58,848,4.39,4.32,2.6
0.41,"Ideal","E","VS2",62.2,56,848,4.75,4.8,2.97
0.4,"Very Good","I","VVS1",60.8,58,849,4.75,4.83,2.91
0.39,"Ideal","I","VVS2",60.8,56,849,4.74,4.76,2.89
0.35,"Ideal","E","VVS2",61,57,849,4.54,4.58,2.78
0.35,"Ideal","E","VVS2",62.6,53,849,4.52,4.55,2.84
0.4,"Ideal","I","VVS1",61,56,849,4.79,4.81,2.93
0.35,"Ideal","G","VVS1",61.7,55,849,4.54,4.57,2.81
0.31,"Good","G","VVS1",57.5,62,849,4.47,4.54,2.59
0.44,"Very Good","D","SI1",62.9,58,849,4.82,4.85,3.04
0.44,"Premium","D","SI1",61.9,59,849,4.86,4.9,3.02
0.4,"Very Good","E","VVS2",63,55,849,4.72,4.74,2.98
0.43,"Very Good","I","VVS2",62.8,58,850,4.8,4.82,3.02
0.4,"Very Good","D","VS2",63.2,57,850,4.66,4.71,2.96
0.4,"Very Good","D","VS2",63.6,55,850,4.68,4.72,2.99
0.4,"Very Good","D","VS2",62.3,60,850,4.66,4.68,2.91
0.4,"Very Good","D","VS2",59.3,58,850,4.8,4.85,2.86
0.4,"Very Good","D","VS2",63.5,57,850,4.62,4.67,2.95
0.3,"Very Good","G","IF",62.3,55,850,4.31,4.33,2.69
0.3,"Ideal","G","VVS2",61.8,57,850,4.31,4.33,2.67
0.43,"Ideal","H","VS1",61.2,56,850,4.87,4.9,2.99
0.33,"Ideal","E","VS1",62.3,56,850,4.41,4.45,2.75
0.33,"Ideal","E","VS1",60.9,57,850,4.47,4.5,2.73
0.33,"Ideal","E","VS1",61.1,56,850,4.45,4.48,2.73
0.46,"Ideal","I","SI1",61.9,55,850,4.97,4.98,3.08
0.3,"Ideal","G","IF",61.7,53,850,4.33,4.36,2.68
0.3,"Ideal","G","IF",62.2,56,850,4.26,4.29,2.66
0.44,"Very Good","D","VS2",62.8,58,850,4.79,4.86,3.03
0.37,"Ideal","G","VS2",61.6,55,851,4.63,4.65,2.86
0.46,"Ideal","J","VS1",62.6,53.9,851,4.92,4.95,3.09
0.46,"Ideal","F","SI2",62.1,54.7,851,4.95,4.98,3.08
0.35,"Good","E","VS1",59.4,55,851,4.6,4.62,2.74
0.36,"Very Good","D","SI1",63.4,57,851,4.57,4.55,2.89
0.36,"Premium","D","SI1",60.1,57,851,4.66,4.62,2.79
0.36,"Ideal","D","SI1",62.1,56,851,4.58,4.53,2.83
0.42,"Ideal","J","VS1",60.9,57,851,4.86,4.83,2.95
0.42,"Ideal","F","SI2",62.1,56,851,4.83,4.8,2.99
0.36,"Ideal","D","SI1",59.5,56,851,4.68,4.63,2.77
0.36,"Ideal","D","SI1",60.3,56,851,4.65,4.61,2.79
0.36,"Premium","D","SI1",60.4,58,851,4.64,4.6,2.79
0.36,"Premium","D","SI1",59.6,58,851,4.65,4.61,2.76
0.36,"Premium","D","SI1",61.4,58,851,4.59,4.56,2.81
0.36,"Ideal","D","SI1",61.5,56,851,4.64,4.56,2.83
0.36,"Ideal","D","SI1",61.2,57,851,4.63,4.59,2.82
0.36,"Ideal","D","SI1",62.5,56,851,4.57,4.55,2.85
0.36,"Ideal","D","SI1",62,56,851,4.61,4.55,2.84
0.36,"Ideal","D","SI1",61.6,56,851,4.58,4.54,2.81
0.36,"Ideal","D","SI1",62.7,57,851,4.59,4.54,2.86
0.36,"Ideal","D","SI1",62.7,57,851,4.59,4.54,2.86
0.36,"Very Good","D","SI1",63.1,55,851,4.59,4.54,2.88
0.36,"Premium","D","SI1",61.5,59,851,4.55,4.52,2.79
0.3,"Premium","D","VS2",62,62,851,4.27,4.24,2.64
0.5,"Premium","F","I1",61.9,58,851,5.15,5.05,3.15
0.5,"Fair","E","SI2",58,67,851,5.26,5.17,3.02
0.3,"Premium","E","VS1",60.6,62,851,4.3,4.28,2.6
0.35,"Ideal","E","VS1",61.9,56,851,4.53,4.55,2.81
0.45,"Very Good","E","SI1",62.8,58,851,4.84,4.88,3.05
0.4,"Very Good","D","VS2",59.6,58,851,4.8,4.83,2.87
0.4,"Very Good","F","VS1",60.9,61,851,4.75,4.78,2.9
0.36,"Ideal","E","VS1",62.4,55,852,4.59,4.61,2.87
0.36,"Ideal","D","VS2",61,56,852,4.59,4.63,2.81
0.34,"Ideal","H","VVS2",61.1,56,852,4.52,4.55,2.77
0.34,"Ideal","H","VVS2",61.4,56,852,4.48,4.51,2.76
0.36,"Ideal","E","VS1",61.7,56,852,4.56,4.58,2.82
0.36,"Ideal","E","VS1",62,56,852,4.57,4.59,2.84
0.36,"Premium","D","VS2",59.1,58,852,4.63,4.68,2.75
0.36,"Ideal","E","VS1",61.6,57,852,4.54,4.58,2.81
0.36,"Ideal","D","VS2",61.1,57,852,4.58,4.62,2.81
0.36,"Ideal","D","VS2",61.5,57,852,4.56,4.58,2.81
0.36,"Ideal","E","VS1",61.8,56,852,4.56,4.6,2.83
0.36,"Premium","E","VS1",60.4,58,852,4.64,4.67,2.81
0.36,"Premium","D","VS2",60.5,58,852,4.6,4.63,2.79
0.36,"Ideal","D","VS2",61.8,56,852,4.56,4.6,2.83
0.41,"Very Good","F","SI1",63.4,58,852,4.75,4.68,2.99
0.41,"Premium","E","SI1",58.8,62,852,4.87,4.85,2.86
0.33,"Ideal","E","VVS1",62.6,58,852,4.36,4.4,2.74
0.31,"Ideal","D","VS2",61.8,55,852,4.33,4.36,2.69
0.43,"Ideal","I","SI1",60.9,57,852,4.88,4.9,2.98
0.45,"Ideal","G","SI1",62,54,852,4.95,4.98,3.08
0.36,"Ideal","I","IF",60.8,57,852,4.6,4.64,2.81
0.36,"Premium","D","VS2",61.8,58,852,4.55,4.58,2.82
0.36,"Premium","D","VS2",61,59,852,4.57,4.61,2.8
0.36,"Premium","E","VS1",61.3,58,852,4.56,4.58,2.8
0.36,"Premium","D","VS2",61,58,852,4.59,4.62,2.81
0.43,"Very Good","G","VS2",62.4,56,852,4.84,4.87,3.02
0.36,"Ideal","D","VS2",61.7,55,852,4.58,4.6,2.83
0.36,"Ideal","D","VS2",61.6,56,852,4.55,4.57,2.81
0.36,"Ideal","D","VS2",60.6,57,852,4.57,4.61,2.78
0.38,"Very Good","G","VVS2",61.5,57,853,4.66,4.68,2.87
0.4,"Very Good","G","VS1",60,56,853,4.81,4.85,2.9
0.39,"Ideal","H","VVS2",61.4,56.1,853,4.7,4.73,2.89
0.39,"Ideal","H","VVS2",62.1,54.3,853,4.63,4.69,2.9
0.3,"Ideal","D","VVS1",62.1,56,853,4.31,4.32,2.68
0.38,"Good","D","VS1",63.4,55,853,4.61,4.64,2.93
0.33,"Premium","G","IF",59.4,59,853,4.49,4.54,2.68
0.36,"Ideal","F","VVS2",60.4,58,853,4.61,4.66,2.8
0.31,"Ideal","D","VVS2",61,56,853,4.37,4.39,2.67
0.35,"Ideal","G","VVS1",61.8,54.5,853,4.54,4.58,2.82
0.31,"Ideal","E","VVS1",59.7,60,853,4.41,4.43,2.64
0.31,"Ideal","E","VVS1",61.5,56,853,4.34,4.37,2.68
0.31,"Ideal","E","VVS1",61.7,56,853,4.38,4.4,2.71
0.31,"Ideal","E","VVS1",62.1,55,853,4.34,4.36,2.7
0.31,"Ideal","E","VVS1",62.5,54,853,4.33,4.37,2.72
0.38,"Ideal","E","VS2",62,56,853,4.62,4.66,2.88
0.38,"Ideal","E","VS2",61.7,54.3,853,4.68,4.69,2.89
0.39,"Ideal","G","VS1",62.2,54.3,853,4.66,4.69,2.91
0.31,"Ideal","G","IF",61.6,54,853,4.36,4.4,2.7
0.31,"Ideal","G","IF",60.5,61,853,4.39,4.4,2.66
0.35,"Ideal","F","VS1",62.4,55,853,4.52,4.49,2.81
0.35,"Premium","E","VS2",61.4,58,853,4.55,4.51,2.78
0.39,"Very Good","G","VVS1",62.7,58,854,4.65,4.69,2.93
0.42,"Very Good","G","VS2",62.1,55,854,4.8,4.83,2.99
0.47,"Very Good","J","VS1",63,60,854,4.92,4.95,3.11
0.32,"Ideal","D","VVS2",59.9,59,854,4.45,4.46,2.67
0.4,"Ideal","I","VVS1",62.3,56,854,4.67,4.7,2.92
0.32,"Ideal","F","VVS1",61.3,55,854,4.42,4.45,2.72
0.32,"Ideal","F","VVS1",60.4,57,854,4.41,4.43,2.67
0.33,"Ideal","F","VVS1",61.1,55,854,4.48,4.52,2.75
0.3,"Ideal","F","VVS1",62,54.2,854,4.31,4.33,2.68
0.32,"Ideal","F","VVS1",61.6,55,854,4.4,4.43,2.72
0.32,"Ideal","F","VVS1",62.3,55,854,4.37,4.4,2.73
0.32,"Ideal","F","VVS1",61.6,55,854,4.42,4.44,2.73
0.32,"Ideal","F","VVS1",62.5,53,854,4.4,4.43,2.76
0.4,"Ideal","E","VS2",62.1,54,854,4.72,4.75,2.94
0.33,"Ideal","F","VS2",60.5,55,854,4.55,4.47,2.73
0.33,"Ideal","F","VS2",61.3,56,854,4.47,4.43,2.73
0.33,"Premium","F","VS2",62.2,58,854,4.44,4.43,2.76
0.33,"Very Good","F","VS2",63.2,56,854,4.41,4.39,2.78
0.33,"Ideal","H","VVS2",60.9,57,854,4.52,4.48,2.74
0.33,"Ideal","H","VVS2",62.2,56,854,4.46,4.44,2.77
0.33,"Ideal","H","VVS2",62.2,54,854,4.46,4.44,2.77
0.33,"Ideal","H","VVS2",61.9,55,854,4.47,4.45,2.76
0.33,"Ideal","H","VVS2",61.7,56,854,4.44,4.41,2.73
0.33,"Ideal","H","VVS2",61.9,57,854,4.44,4.41,2.74
0.33,"Premium","H","VVS2",61.6,58,854,4.45,4.42,2.73
0.33,"Premium","H","VVS2",62.4,60,854,4.42,4.39,2.75
0.33,"Premium","G","VS1",60.3,59,854,4.52,4.44,2.7
0.33,"Ideal","G","VS1",62.1,54,854,4.47,4.45,2.77
0.33,"Ideal","G","VS1",62.3,54,854,4.48,4.45,2.78
0.33,"Ideal","G","VS1",60.1,55,854,4.55,4.5,2.72
0.33,"Premium","G","VS1",59.2,59,854,4.54,4.51,2.68
0.33,"Premium","G","VS1",61.9,58,854,4.46,4.43,2.75
0.33,"Ideal","G","VS1",62.1,55,854,4.46,4.43,2.76
0.33,"Ideal","G","VS1",62.1,55,854,4.46,4.43,2.76
0.33,"Premium","G","VS1",60.5,58,854,4.49,4.43,2.7
0.33,"Premium","G","VS1",61.4,59,854,4.49,4.43,2.74
0.33,"Ideal","G","VS1",61.7,56,854,4.47,4.44,2.75
0.33,"Premium","G","VS1",60.1,61,854,4.48,4.44,2.68
0.33,"Ideal","G","VS1",61.4,55,854,4.48,4.44,2.74
0.33,"Ideal","G","VS1",61.4,54,854,4.48,4.44,2.74
0.33,"Ideal","G","VS1",61.9,56,854,4.48,4.44,2.76
0.33,"Ideal","G","VS1",62.1,54,854,4.47,4.42,2.76
0.33,"Premium","G","VS1",60.8,59,854,4.45,4.43,2.7
0.33,"Premium","G","VS1",61.9,59,854,4.45,4.43,2.75
0.33,"Ideal","G","VS1",62.4,56,854,4.45,4.43,2.77
0.33,"Ideal","G","VS1",61.8,56,854,4.45,4.42,2.74
0.33,"Premium","G","VS1",61.3,58,854,4.46,4.42,2.72
