"carat","cut","color","clarity","depth","table","price","x","y","z"
1.71,"Premium","J","SI2",62.6,57,8540,7.62,7.58,4.76
1.23,"Ideal","H","VS2",61.5,57,8541,6.92,6.87,4.24
1.51,"Very Good","H","SI1",63.5,55,8541,7.31,7.22,4.61
1.27,"Ideal","G","VS1",60.9,57,8543,7.02,6.97,4.26
1.35,"Premium","H","VS1",62.3,58,8543,7.1,7.05,4.41
1.2,"Ideal","G","VS1",62.4,57,8545,6.78,6.8,4.24
1.2,"Ideal","G","VS1",62,57,8545,6.78,6.81,4.21
1.02,"Ideal","E","VS1",62.6,56,8545,6.45,6.42,4.03
1.05,"Ideal","G","VVS1",60.1,57,8546,6.63,6.68,4
1.55,"Ideal","J","VS1",60.4,57,8548,7.52,7.54,4.55
0.3,"Very Good","H","SI1",61.3,61,421,4.25,4.27,2.61
0.32,"Good","G","SI2",63.4,55,421,4.32,4.35,2.75
0.32,"Premium","G","SI2",61.6,59,421,4.35,4.38,2.69
0.32,"Very Good","I","SI1",59.9,61,421,4.44,4.47,2.67
0.32,"Premium","I","SI1",61.1,59,421,4.38,4.42,2.69
0.3,"Very Good","H","SI1",62.9,58,421,4.22,4.24,2.66
0.3,"Very Good","H","SI1",60.8,61,421,4.25,4.3,2.6
0.3,"Good","H","SI1",63.4,57,421,4.27,4.31,2.72
0.32,"Premium","G","SI2",61,59,421,4.36,4.42,2.68
0.3,"Good","H","SI1",63.9,55,421,4.24,4.27,2.72
0.3,"Good","E","SI2",63.5,55,421,4.27,4.3,2.72
0.32,"Very Good","I","SI1",61.6,61,421,4.36,4.4,2.7
0.32,"Ideal","G","SI2",62.5,57,421,4.35,4.38,2.73
0.32,"Very Good","G","SI2",62.3,58,421,4.37,4.42,2.74
0.32,"Very Good","G","SI2",62.4,59,421,4.35,4.4,2.73
0.32,"Good","F","SI2",63.8,55,421,4.34,4.35,2.77
0.32,"Premium","F","SI2",59.7,59,421,4.43,4.48,2.66
0.3,"Very Good","E","SI2",61.9,58,421,4.28,4.31,2.66
0.3,"Very Good","H","SI1",61.2,62,421,4.28,4.31,2.63
0.32,"Very Good","J","VS1",60.6,59,421,4.42,4.46,2.69
0.3,"Very Good","H","SI1",62.9,56,421,4.28,4.31,2.7
0.32,"Very Good","G","SI2",63,56,421,4.32,4.35,2.73
0.3,"Very Good","H","SI1",59.5,62,421,4.32,4.35,2.58
0.32,"Premium","G","SI2",62.7,58,421,4.35,4.39,2.74
0.3,"Very Good","E","SI2",61.6,61,421,4.25,4.29,2.63
0.3,"Very Good","H","SI1",62.9,57,421,4.26,4.29,2.69
0.3,"Ideal","I","VS2",62.6,56,421,4.29,4.31,2.69
0.3,"Very Good","E","SI2",61.7,61,421,4.28,4.31,2.65
0.3,"Good","H","SI1",63.4,58,421,4.21,4.24,2.68
0.3,"Premium","H","SI1",59.3,59,421,4.36,4.38,2.59
0.42,"Ideal","H","SI2",62,54,625,4.83,4.85,3
0.42,"Ideal","H","SI2",61.4,56,625,4.81,4.86,2.97
0.42,"Ideal","H","SI2",62,54,625,4.81,4.83,2.99
0.4,"Ideal","H","SI2",62.6,55,625,4.73,4.76,2.97
0.41,"Ideal","E","SI2",61.8,54,625,4.78,4.8,2.96
