"carat","cut","color","clarity","depth","table","price","x","y","z"
1,"Fair","D","SI1",65.9,54,4704,6.24,6.2,4.1
1.01,"Very Good","H","SI1",63.1,59,4705,6.34,6.43,4.03
1.03,"Good","H","SI1",59.3,56,4705,6.57,6.66,3.92
1.22,"Fair","F","SI2",65,56,4705,6.71,6.8,4.39
0.91,"Ideal","E","SI1",61,57,4706,6.27,6.32,3.84
1.01,"Premium","E","VS2",60.8,58,4706,6.43,6.4,3.9
0.9,"Very Good","E","VS2",60.4,60,4707,6.23,6.29,3.78
0.9,"Very Good","E","VS2",62.2,56,4707,6.12,6.17,3.82
0.9,"Very Good","E","VS2",63,58,4707,6.13,6.16,3.87
1.01,"Very Good","G","SI1",62.4,60,4707,6.34,6.39,3.97
1.13,"Ideal","G","SI2",60.8,56,4707,6.64,6.72,4.06
1.01,"Very Good","H","SI1",63.3,57,4707,6.41,6.36,4.04
1.01,"Premium","H","SI1",62.2,54,4707,6.48,6.41,4.01
1.01,"Premium","H","SI1",62.6,61,4707,6.39,6.36,3.99
1.14,"Ideal","J","SI1",61.7,54,4708,6.71,6.74,4.15
1.02,"Ideal","G","SI1",60.3,56,4708,6.57,6.54,3.95
1.13,"Ideal","H","VS2",62,55,4708,6.68,6.65,4.13
0.9,"Very Good","E","VS2",60.6,60,4709,6.14,6.27,3.76
1.11,"Ideal","H","SI2",61.4,57,4709,6.63,6.67,4.08
1.11,"Ideal","I","SI1",61.9,57,4709,6.62,6.67,4.11
0.34,"Ideal","D","I1",62.5,57,413,4.47,4.49,2.8
0.34,"Ideal","D","I1",61.4,55,413,4.5,4.52,2.77
0.31,"Ideal","I","SI1",60.9,57,414,4.36,4.41,2.67
0.23,"Ideal","I","VVS1",63,56,414,3.94,3.9,2.47
0.23,"Premium","I","VVS1",60.5,61,414,3.98,3.95,2.4
0.3,"Good","D","SI2",60.8,65,414,4.26,4.29,2.6
0.23,"Very Good","G","VVS1",61.3,59,414,3.94,3.96,2.42
0.23,"Very Good","G","VVS1",60.2,59,415,4,4.01,2.41
0.29,"Good","F","VS1",62.1,56,415,4.24,4.26,2.64
0.33,"Ideal","F","SI2",61.4,55,416,4.46,4.5,2.75
0.3,"Fair","J","VS2",64.8,58,416,4.24,4.16,2.72
0.33,"Good","H","SI2",63.5,57,416,4.36,4.39,2.78
0.26,"Ideal","I","VS1",62.5,53,417,4.08,4.11,2.56
0.31,"Ideal","H","SI1",61.2,58,417,4.37,4.39,2.68
0.24,"Very Good","F","VS1",62,56,417,3.94,3.99,2.46
0.24,"Premium","E","VS2",62.6,58,417,3.99,4.03,2.51
0.24,"Ideal","F","VS2",61.8,57,417,3.97,4.02,2.47
0.34,"Very Good","H","SI2",58.6,62,417,4.6,4.62,2.7
0.3,"Good","G","SI1",63.2,55,417,4.26,4.29,2.7
0.34,"Premium","J","VS2",62.3,60,417,4.46,4.49,2.79
0.34,"Good","F","SI2",63.9,56,417,4.4,4.43,2.82
0.26,"Very Good","G","VS1",61.9,56,418,4.07,4.1,2.53
0.26,"Very Good","G","VS1",62.1,56,418,4.07,4.11,2.54
0.31,"Ideal","J","SI1",61.3,56,418,4.37,4.4,2.69
0.31,"Premium","I","SI1",59.6,58,418,4.39,4.44,2.63
0.31,"Ideal","I","SI1",62.5,56,418,4.29,4.35,2.7
0.31,"Very Good","I","SI1",62.8,60,418,4.29,4.31,2.7
0.31,"Premium","I","SI1",60.1,59,418,4.38,4.41,2.64
0.31,"Ideal","I","SI1",62.2,56,418,4.34,4.37,2.71
0.31,"Very Good","I","SI1",62.3,58,418,4.35,4.38,2.72
0.3,"Ideal","H","VVS2",60.8,58,590,4.33,4.38,2.65
0.3,"Ideal","H","VVS2",62.1,55,590,4.33,4.36,2.7
0.27,"Very Good","F","VVS2",62.3,59,591,4.14,4.18,2.59
0.27,"Very Good","F","VVS2",60.8,59,591,4.17,4.19,2.54
0.26,"Very Good","F","VVS1",61.2,60,591,4.13,4.14,2.53
0.27,"Very Good","F","VVS1",62,55,591,4.16,4.16,2.59
0.27,"Very Good","E","VVS1",62.4,55,591,4.18,4.22,2.62
0.31,"Ideal","F","VS2",61.8,53,591,4.36,4.38,2.7
0.31,"Ideal","F","VS2",60.5,57,591,4.39,4.41,2.66
0.31,"Ideal","F","VS2",61.3,55,591,4.35,4.39,2.68
0.31,"Ideal","H","SI1",61.5,56,591,4.36,4.39,2.69
0.35,"Good","F","SI2",63.8,56,591,4.48,4.45,2.85
0.32,"Premium","H","SI1",60.9,60,591,4.43,4.4,2.69
0.32,"Premium","H","SI1",61.8,56,591,4.43,4.4,2.73
0.32,"Very Good","H","SI1",63.1,58,591,4.36,4.33,2.74
0.32,"Premium","H","SI1",63,59,591,4.37,4.33,2.74
0.32,"Very Good","H","SI1",63.5,57,591,4.39,4.34,2.77
0.32,"Very Good","H","SI1",63.4,55,591,4.38,4.36,2.77
0.32,"Premium","H","SI1",62.3,60,591,4.4,4.36,2.73
0.32,"Premium","H","SI1",62.6,55,591,4.38,4.37,2.74
0.32,"Premium","H","SI1",62,58,591,4.39,4.38,2.72
0.32,"Good","H","SI1",63.7,55,591,4.33,4.3,2.75
0.35,"Premium","J","VS1",62.2,58,591,4.54,4.49,2.81
0.35,"Ideal","F","SI2",62.8,55,591,4.53,4.48,2.83
0.4,"Good","J","VS2",64,57,591,4.67,4.7,3
0.29,"Very Good","F","VVS2",60.8,63,592,4.28,4.31,2.61
0.31,"Very Good","F","VS1",61.8,58,592,4.29,4.35,2.67
0.33,"Ideal","I","VVS1",62.1,54,592,4.46,4.49,2.78
0.32,"Ideal","H","VS1",61.6,56,592,4.42,4.46,2.73
0.33,"Ideal","H","VS1",62.2,53.3,592,4.45,4.48,2.77
1.07,"Good","D","SI2",61,62,4710,6.6,6.68,4.05
1.16,"Ideal","G","SI2",61.7,56,4710,6.82,6.76,4.18
0.95,"Very Good","E","SI1",62.8,59,4711,6.21,6.25,3.91
1.23,"Very Good","H","SI2",63.2,58,4711,6.8,6.74,4.28
1.2,"Very Good","G","SI2",61.2,59,4712,6.78,6.84,4.17
1.12,"Ideal","G","SI2",62.4,56,4712,6.63,6.67,4.15
1.02,"Ideal","E","SI2",60.3,57,4712,6.5,6.53,3.95
1,"Good","F","SI1",63.3,61,4712,6.29,6.31,3.99
1,"Very Good","F","SI1",61.8,59,4712,6.33,6.38,3.93
1.02,"Good","E","SI2",63.4,57,4712,6.41,6.43,4.07
1.02,"Good","E","SI2",63.2,56,4712,6.37,6.41,4.04
1.02,"Very Good","D","SI2",62.7,59,4712,6.36,6.44,4.01
0.9,"Good","F","SI1",63.6,55,4712,6.15,6.12,3.9
1.13,"Ideal","G","SI2",61.3,57,4712,6.73,6.67,4.11
1.1,"Premium","G","SI1",59.6,60,4712,6.74,6.7,4
0.9,"Very Good","D","VS2",63.2,58,4712,6.16,6.09,3.87
1,"Ideal","H","SI2",61.4,60,4713,6.35,6.41,3.92
1.05,"Ideal","E","SI2",60.3,61,4714,6.56,6.6,3.97
1.22,"Ideal","I","SI2",60.7,57,4714,6.92,6.88,4.19
1.31,"Very Good","G","SI2",63.4,58,4714,6.91,6.8,4.35
0.9,"Very Good","F","VS2",63.2,59,4715,6.08,6.04,3.83
0.9,"Very Good","F","VS2",63.2,57,4715,6.12,6.07,3.85
1.2,"Premium","J","VS2",60.3,59,4715,6.9,6.94,4.17
1.1,"Very Good","F","SI2",59.1,57,4715,6.72,6.82,4
0.73,"Very Good","D","VVS1",61.8,61,4716,5.7,5.73,3.53
1.07,"Very Good","H","SI2",62.1,58,4716,6.53,6.57,4.07
1.2,"Premium","J","SI1",60,61,4717,6.89,6.84,4.12
1.08,"Premium","H","SI2",61.2,58,4717,6.62,6.58,4.04
1,"Very Good","J","VVS1",63.5,59,4717,6.34,6.29,4.01
1.17,"Fair","H","SI2",60,66,4717,6.86,6.78,4.09
0.9,"Premium","D","VS2",61.6,62,4717,6.12,6.09,3.76
0.9,"Good","D","VS2",57.7,61,4717,6.34,6.32,3.65
1.04,"Premium","F","SI2",60.2,58,4717,6.6,6.55,3.96
1.02,"Very Good","G","SI1",63.2,59,4718,6.41,6.37,4.04
1.02,"Premium","G","SI1",62.3,59,4718,6.44,6.4,4
1.02,"Premium","G","SI1",63,55,4718,6.45,6.4,4.05
1.02,"Premium","G","SI1",60.8,58,4718,6.5,6.46,3.94
1.02,"Premium","G","SI1",61,59,4718,6.48,6.44,3.94
1.02,"Very Good","D","SI2",63.4,59,4718,6.41,6.37,4.05
1.02,"Premium","D","SI2",61.5,56,4718,6.51,6.47,3.99
1.02,"Premium","D","SI2",60.3,58,4718,6.52,6.48,3.92
