"carat","cut","color","clarity","depth","table","price","x","y","z"
1.57,"Premium","I","SI2",62.2,60,6401,7.43,7.36,4.6
1.27,"Ideal","I","VS2",62.6,57,6401,6.92,6.88,4.32
1.47,"Premium","I","SI2",61.6,59,6403,7.29,7.32,4.5
1.05,"Ideal","F","VS2",62.7,56,6403,6.52,6.59,4.11
1.27,"Ideal","H","SI2",61.8,57,6403,6.93,6.96,4.29
1.22,"Premium","E","SI1",59.7,61,6403,7.03,6.9,4.16
1.23,"Ideal","E","SI2",61.2,55,6403,7.01,6.92,4.26
1.04,"Very Good","F","VS2",59,57,6405,6.64,6.69,3.93
1.17,"Ideal","I","SI1",61.7,56,6405,6.73,6.78,4.17
1.3,"Premium","J","VVS2",62.9,60,6405,6.91,6.86,4.33
1.33,"Premium","H","SI2",62.8,52,6405,7.15,7.06,4.46
1.01,"Very Good","G","VS2",61.6,60,6406,6.42,6.47,3.97
1.01,"Very Good","G","VS2",63.4,55,6406,6.35,6.4,4.04
1.23,"Ideal","H","VS2",59,57,6406,7.05,6.99,4.14
1.3,"Premium","H","SI2",60.1,57,6406,7.17,7.13,4.3
1.01,"Good","G","VS1",59.2,63,6407,6.5,6.48,3.84
1.22,"Very Good","G","SI2",63.2,58,6409,6.82,6.76,4.29
1.32,"Ideal","G","SI2",62.9,57,6409,6.98,6.94,4.38
1.02,"Ideal","G","VS2",62.5,58,6410,6.36,6.44,4
1.08,"Ideal","H","VS2",60.3,57,6411,6.67,6.7,4.03
0.3,"Premium","I","VS1",60.3,58,608,4.34,4.32,2.61
0.3,"Premium","I","VS1",59.8,60,608,4.36,4.34,2.6
0.3,"Premium","I","VS1",60.4,58,608,4.4,4.34,2.64
0.3,"Ideal","I","VS1",61,56,608,4.37,4.35,2.66
0.3,"Premium","I","VS1",59.1,59,608,4.38,4.35,2.58
0.3,"Premium","I","VS1",58.8,61,608,4.43,4.38,2.59
0.3,"Premium","I","VS1",60.5,60,608,4.33,4.3,2.61
0.3,"Premium","I","VS1",60.8,59,608,4.32,4.3,2.62
0.3,"Very Good","I","VS1",63.4,54,608,4.32,4.29,2.73
0.3,"Ideal","I","VS1",62.5,54,608,4.32,4.29,2.69
0.3,"Ideal","I","VS1",62.5,57,608,4.32,4.29,2.69
0.3,"Premium","I","VS1",61.7,58,608,4.32,4.27,2.65
0.3,"Premium","I","VS1",62,58,608,4.3,4.25,2.65
0.3,"Premium","I","VS1",62.9,58,608,4.29,4.26,2.69
0.3,"Premium","I","VS1",61.7,59,608,4.3,4.26,2.64
0.3,"Premium","I","VS1",63,53,608,4.31,4.26,2.7
0.3,"Premium","I","VS1",61.6,60,608,4.3,4.27,2.64
0.3,"Very Good","I","VS1",63.3,59,608,4.23,4.2,2.67
0.3,"Premium","I","VS1",62.9,59,608,4.3,4.22,2.68
0.3,"Good","I","VS1",63.7,58,608,4.25,4.23,2.7
0.3,"Very Good","I","VS1",63.5,57,608,4.29,4.24,2.71
0.3,"Premium","H","VS2",62.3,58,608,4.33,4.31,2.69
0.3,"Premium","H","VS2",60.9,61,608,4.35,4.32,2.64
0.3,"Ideal","H","VS2",60.7,57,608,4.37,4.33,2.64
0.3,"Premium","H","VS2",61.8,60,608,4.31,4.26,2.65
0.3,"Premium","H","VS2",60.9,61,608,4.3,4.27,2.61
0.3,"Very Good","H","VS2",63.5,54,608,4.3,4.27,2.72
0.3,"Premium","H","VS2",62.2,59,608,4.31,4.28,2.67
0.3,"Premium","H","VS2",61.1,61,608,4.33,4.31,2.64
0.3,"Premium","H","VS2",62.5,58,608,4.28,4.26,2.67
1.06,"Ideal","G","VS2",62.7,55,6411,6.53,6.49,4.08
1.01,"Good","G","VS1",63.2,61,6412,6.33,6.35,4.01
1.01,"Premium","G","VS1",59.8,59,6412,6.5,6.55,3.9
1.28,"Ideal","G","SI2",61.5,57,6412,6.93,7,4.28
1.02,"Ideal","F","VS2",62.1,57,6412,6.44,6.37,3.98
1.08,"Premium","G","VS2",59.4,59,6415,6.68,6.75,3.99
1.08,"Very Good","G","VS2",62.3,58,6415,6.5,6.54,4.06
1.27,"Premium","I","VS1",62.2,59,6415,6.87,6.92,4.29
1.02,"Premium","G","VS2",62.5,58,6416,6.46,6.41,4.02
1.01,"Ideal","F","VS2",61,57,6416,6.38,6.5,3.93
1.01,"Premium","F","VS2",59.2,60,6416,6.51,6.54,3.86
1.01,"Good","F","VS2",63.1,60,6416,6.36,6.39,4.02
1.01,"Very Good","F","VS2",62.8,59,6416,6.33,6.41,4
1.01,"Premium","F","VS2",62.2,60,6416,6.37,6.4,3.97
1.01,"Premium","F","VS2",61.7,58,6416,6.42,6.48,3.98
1.01,"Ideal","F","VS2",62,56,6416,6.46,6.51,4.02
1.2,"Premium","H","VS2",62.5,58,6416,6.77,6.73,4.23
1.2,"Premium","H","VS2",62.4,59,6416,6.73,6.69,4.19
1.2,"Premium","H","VS2",62.8,58,6416,6.75,6.7,4.22
1.02,"Ideal","G","VS2",60.4,57,6416,6.55,6.53,3.95
1.02,"Premium","G","VS2",61.5,59,6416,6.44,6.41,3.95
1.02,"Ideal","G","VS2",62.5,55,6418,6.43,6.49,4.04
1.02,"Ideal","G","VS2",62.8,57,6418,6.36,6.45,4.02
1.21,"Ideal","I","VS1",62.2,54.5,6418,6.81,6.86,4.25
1.22,"Very Good","I","VS2",59.6,58,6419,6.95,6.98,4.15
1.25,"Ideal","I","VS2",62.5,56,6419,6.87,6.92,4.31
1.09,"Ideal","H","VS2",61.4,57,6419,6.61,6.65,4.07
1.17,"Ideal","G","SI1",60.7,56,6419,6.79,6.84,4.13
1.22,"Very Good","G","SI1",63.4,56,6421,6.75,6.78,4.29
1.5,"Good","J","SI2",63.6,58,6421,7.25,7.18,4.59
1.2,"Very Good","H","VS2",63.2,54,6423,6.73,6.78,4.27
1.04,"Very Good","G","VS2",62.8,56,6424,6.42,6.48,4.05
1,"Ideal","F","VS2",61.7,58,6424,6.37,6.43,3.95
1.29,"Ideal","H","SI1",62.6,56,6424,6.96,6.93,4.35
1.49,"Fair","H","I1",66.9,61,6425,6.93,6.89,4.62
1.01,"Premium","E","VS2",62.1,58,6425,6.42,6.34,3.96
1.08,"Ideal","H","SI1",60.5,57,6426,6.63,6.67,4.02
1.06,"Ideal","D","SI1",62.6,56,6426,6.49,6.52,4.07
1.29,"Premium","I","SI1",61.8,59,6429,6.99,6.96,4.31
1.01,"Good","D","VS2",61.6,61,6429,6.43,6.45,3.97
1.27,"Ideal","J","VVS2",62.2,54,6430,6.92,6.98,4.32
1.32,"Ideal","I","SI1",62.2,57,6431,7.07,7.01,4.38
1.32,"Premium","H","SI2",62.7,58,6431,7.05,6.99,4.4
1.02,"Very Good","G","VS2",60.9,56,6432,6.47,6.51,3.95
1,"Very Good","G","VS1",59.1,61,6435,6.48,6.54,3.85
1.26,"Premium","H","SI1",62.1,57,6435,6.94,6.88,4.29
1.23,"Ideal","I","VS1",61.5,56,6435,6.86,6.89,4.23
1.14,"Very Good","G","VS2",63.2,56,6435,6.67,6.63,4.2
1.2,"Premium","F","SI1",62.9,58,6435,6.76,6.69,4.23
1.69,"Premium","I","I1",62.4,60,6436,7.59,7.56,4.73
