"carat","cut","color","clarity","depth","table","price","x","y","z"
0.81,"Very Good","I","VS2",62.6,59.7,2444,5.86,5.92,3.69
0.72,"Very Good","H","VS2",62.5,58,2444,5.67,5.73,3.56
0.78,"Premium","F","SI2",62.7,56,2444,5.87,5.84,3.67
0.7,"Premium","E","SI1",62,60,2444,5.72,5.67,3.53
0.7,"Premium","E","SI1",60,62,2444,5.79,5.75,3.46
0.7,"Premium","E","SI1",61.2,60,2444,5.71,5.69,3.49
0.81,"Ideal","I","VS2",62.4,54.8,2444,5.98,6.01,3.75
0.6,"Ideal","D","VS2",62,55,2444,5.39,5.42,3.35
0.83,"Ideal","I","SI2",61.2,59,2444,6.03,6.06,3.7
0.59,"Ideal","G","IF",62,54,2444,5.38,5.43,3.35
0.78,"Good","F","SI2",62.7,61,2444,5.8,5.84,3.65
0.7,"Good","D","SI1",59.9,63,2444,5.74,5.81,3.46
0.85,"Premium","G","SI2",62,58,2444,6.08,6.04,3.76
0.6,"Premium","G","VVS1",60,58,2444,5.53,5.43,3.29
0.7,"Very Good","F","SI1",63.1,60,2445,5.62,5.63,3.55
0.73,"Very Good","F","SI1",62.5,56,2445,5.69,5.73,3.57
0.7,"Ideal","F","SI1",60.8,60,2445,5.74,5.78,3.5
0.7,"Good","F","SI1",61.1,61,2445,5.68,5.71,3.48
0.71,"Ideal","F","SI2",65.3,53,2445,5.64,5.58,3.67
0.73,"Very Good","H","VS1",58.7,61,2446,5.9,5.95,3.48
0.72,"Good","F","SI1",60.4,61,2446,5.75,5.8,3.49
0.73,"Premium","F","VS2",58.9,60,2446,5.9,5.81,3.45
0.57,"Ideal","E","VVS2",62,57,2447,5.29,5.33,3.29
0.57,"Ideal","E","VVS2",61.5,56,2447,5.31,5.35,3.28
0.53,"Ideal","F","IF",62.4,55,2447,5.2,5.19,3.24
0.74,"Premium","G","SI1",59.6,59,2447,5.94,5.87,3.52
0.74,"Premium","E","SI2",59,55,2447,6.03,5.94,3.53
0.76,"Good","G","SI1",57.7,63,2447,6.05,5.97,3.47
0.8,"Premium","F","SI2",61.4,58,2447,5.95,5.93,3.65
0.71,"Very Good","I","VVS2",61.5,58,2448,5.73,5.81,3.55
0.71,"Very Good","G","SI1",61.7,59,2448,5.72,5.78,3.55
0.72,"Ideal","G","SI2",60.8,57,2449,5.79,5.82,3.52
0.71,"Good","I","VVS2",63.6,57,2450,5.69,5.66,3.61
0.71,"Very Good","I","VVS2",63.1,58,2450,5.71,5.64,3.58
0.71,"Premium","I","VVS2",61.9,60,2450,5.75,5.69,3.54
0.71,"Very Good","E","VS2",63.4,60,2450,5.71,5.67,3.61
0.71,"Very Good","E","VS2",63.4,61,2450,5.6,5.57,3.54
0.71,"Premium","G","SI1",58.9,62,2450,5.92,5.83,3.46
0.71,"Ideal","I","VVS1",61.2,57,2450,5.79,5.76,3.53
0.71,"Good","D","SI1",56.8,62,2450,5.93,5.89,3.37
0.71,"Very Good","H","VS2",59.2,63,2450,5.85,5.81,3.45
0.71,"Premium","E","SI2",62.6,58,2450,5.7,5.67,3.56
0.71,"Ideal","H","VS2",60.9,55,2450,5.76,5.74,3.5
0.74,"Very Good","H","VS2",62.9,57,2451,5.73,5.78,3.62
0.76,"Premium","E","SI2",62.4,58,2451,5.83,5.86,3.65
0.55,"Very Good","G","VVS1",61.5,55.1,2451,5.26,5.28,3.24
0.73,"Ideal","I","VVS2",60.1,56,2451,5.88,5.86,3.53
0.8,"Premium","G","SI2",61.4,56,2451,5.99,5.96,3.67
0.8,"Very Good","G","SI2",63.1,59,2451,5.85,5.78,3.67
0.72,"Ideal","G","SI2",61.3,56,2451,5.76,5.81,3.55
0.79,"Good","I","VS2",58.5,62,2451,5.99,6.04,3.52
0.72,"Good","I","VS1",61.3,63,2451,5.67,5.75,3.5
0.72,"Ideal","I","VVS2",61.2,59,2452,5.75,5.79,3.53
0.74,"Premium","F","SI1",58.7,58,2452,5.93,5.86,3.46
0.71,"Ideal","D","SI2",61.9,56,2452,5.78,5.73,3.56
1.02,"Premium","F","I1",59.6,59,2452,6.51,6.45,3.87
0.7,"Very Good","H","VS1",62.5,61,2453,5.62,5.67,3.53
0.7,"Very Good","H","VS1",61.2,55,2453,5.68,5.72,3.49
0.7,"Very Good","F","SI1",59.2,60,2453,5.77,5.79,3.42
0.7,"Very Good","E","SI2",60.4,59,2453,5.7,5.75,3.46
0.7,"Ideal","E","SI2",62.1,56,2453,5.65,5.68,3.52
0.75,"Good","E","SI2",63.8,55,2453,5.74,5.8,3.68
0.7,"Good","E","SI2",63.5,56,2453,5.6,5.68,3.58
0.7,"Very Good","E","SI2",62.8,59,2453,5.64,5.69,3.56
0.73,"Ideal","I","VS2",61.7,55,2453,5.79,5.82,3.58
0.7,"Ideal","F","SI1",62.6,57,2453,5.59,5.62,3.51
0.79,"Ideal","G","SI2",60.8,57,2453,5.99,5.96,3.63
0.71,"Very Good","G","VS2",63.5,57,2454,5.61,5.64,3.57
0.54,"Ideal","F","VVS2",62,55,2454,5.24,5.25,3.25
0.5,"Ideal","D","VS1",60.6,57,2454,5.15,5.18,3.13
0.96,"Premium","I","SI2",59.1,62,2454,6.48,6.38,3.79
0.71,"Very Good","E","SI1",61.9,56,2455,5.68,5.72,3.53
0.81,"Ideal","J","VS2",62.1,56,2455,5.94,5.97,3.7
0.73,"Ideal","F","SI2",62.5,56,2455,5.73,5.75,3.59
0.7,"Very Good","F","VS2",63.4,56,2455,5.69,5.63,3.59
0.71,"Very Good","I","VVS1",63,58,2456,5.68,5.72,3.59
0.71,"Very Good","I","VVS1",63.5,57,2456,5.65,5.68,3.6
0.75,"Ideal","G","SI1",62.2,57,2456,5.8,5.84,3.62
0.82,"Premium","G","SI2",62.3,58,2456,5.96,5.98,3.72
0.53,"Ideal","E","VVS2",60.5,57,2456,5.24,5.28,3.18
0.78,"Ideal","J","VS2",62.3,55,2456,5.88,5.91,3.67
0.72,"Ideal","F","SI2",61.8,57,2456,5.75,5.78,3.56
0.84,"Ideal","J","VS1",62,55,2456,6.07,6.06,3.76
0.77,"Good","H","SI1",57.2,65,2457,6.08,6.02,3.46
0.77,"Premium","H","SI1",60.9,60,2457,5.89,5.87,3.58
0.77,"Premium","H","SI1",61.6,60,2457,5.91,5.87,3.59
0.72,"Ideal","D","SI2",62.3,57,2457,5.8,5.75,3.6
0.71,"Premium","F","SI1",62.3,57,2458,5.73,5.66,3.55
0.71,"Ideal","E","SI2",61.9,56,2458,5.73,5.76,3.56
0.72,"Ideal","H","SI1",62.2,58,2458,5.72,5.76,3.57
0.71,"Premium","F","SI1",62.3,60,2458,5.68,5.65,3.53
0.71,"Very Good","D","SI2",63.3,55,2458,5.72,5.65,3.6
0.71,"Fair","F","SI1",59.8,70,2458,5.89,5.72,3.48
0.75,"Ideal","F","SI2",62.4,56,2458,5.84,5.79,3.63
0.74,"Very Good","I","VS2",60.9,56,2459,5.83,5.86,3.56
0.7,"Very Good","E","SI1",62.6,56,2459,5.65,5.69,3.55
0.81,"Ideal","G","SI2",61.7,57,2459,5.98,6.01,3.7
0.7,"Premium","F","VS2",61.2,59,2459,5.73,5.68,3.49
0.7,"Premium","G","VS1",58.3,58,2459,5.9,5.86,3.43
0.74,"Ideal","I","VS2",61.5,57,2459,5.81,5.86,3.59
0.55,"Ideal","D","VS2",60.2,56,2459,5.33,5.38,3.22
0.69,"Ideal","F","SI1",61.3,55,2459,5.72,5.74,3.51
0.7,"Ideal","E","SI1",62.3,57,2459,5.67,5.7,3.54
0.7,"Good","E","SI1",61.7,59,2459,5.62,5.66,3.48
0.8,"Very Good","F","SI2",61,60,2460,5.95,5.98,3.64
0.47,"Ideal","D","VVS1",62.1,55,2460,4.98,5.01,3.1
0.47,"Ideal","D","VVS1",62,54,2460,4.99,5.01,3.1
0.7,"Ideal","G","SI1",60.5,57,2460,5.74,5.79,3.49
0.61,"Ideal","H","IF",59.4,59,2461,5.55,5.59,3.31
0.7,"Good","D","SI2",59.3,60,2461,5.74,5.8,3.42
0.91,"Premium","F","SI2",60.5,59,2461,6.21,6.19,3.75
0.91,"Good","F","SI2",56.9,62,2461,6.51,6.45,3.69
0.71,"Very Good","G","VS2",63.1,56,2462,5.58,5.77,3.58
0.75,"Very Good","G","SI1",62.3,59,2462,5.77,5.81,3.61
0.72,"Very Good","H","VS2",61.4,57,2462,5.75,5.79,3.54
0.56,"Ideal","F","VVS2",61.9,56,2462,5.29,5.32,3.28
0.71,"Ideal","I","VVS2",60.6,57,2463,5.73,5.78,3.49
0.74,"Very Good","H","VS2",59.9,57,2463,5.87,5.91,3.53
0.75,"Very Good","F","SI1",60.6,60,2463,5.88,5.91,3.57
0.56,"Ideal","E","VVS2",62.6,54,2463,5.32,5.28,3.32
0.7,"Premium","F","SI1",61.6,58,2463,5.73,5.7,3.52
0.7,"Premium","E","SI2",60.8,59,2463,5.75,5.7,3.48
0.7,"Very Good","G","VS2",63.3,56,2464,5.59,5.66,3.56
0.7,"Very Good","E","SI2",61.5,59,2464,5.7,5.74,3.52
0.91,"Premium","E","I1",59.6,59,2464,6.29,6.32,3.76
0.74,"Ideal","E","SI2",61.9,56,2464,5.8,5.83,3.6
0.76,"Ideal","G","SI2",62.7,56,2466,5.81,5.86,3.66
0.72,"Ideal","F","SI2",61.1,59,2466,5.74,5.79,3.52
0.6,"Ideal","G","VVS2",61.3,56,2467,5.43,5.46,3.34
0.75,"Very Good","G","VS2",63.3,58,2467,5.78,5.75,3.65
0.73,"Ideal","E","SI2",62.1,56,2467,5.74,5.79,3.58
0.52,"Premium","E","VVS2",60.1,59,2467,5.27,5.22,3.15
0.52,"Premium","D","VVS2",59.8,60,2467,5.28,5.22,3.14
0.52,"Ideal","E","VVS1",59.9,57,2467,5.28,5.24,3.15
0.73,"Premium","H","VS1",61.7,58,2468,5.75,5.72,3.54
0.74,"Ideal","J","VS1",61.7,57,2468,5.79,5.84,3.59
