"carat","cut","color","clarity","depth","table","price","x","y","z"
0.43,"Ideal","E","SI2",61.9,57,716,4.83,4.86,3
0.43,"Ideal","H","SI1",62.4,56,716,4.81,4.83,3.01
0.43,"Premium","H","SI1",59,58,716,4.93,4.96,2.92
0.43,"Ideal","H","SI1",62.3,56,716,4.83,4.86,3.02
0.43,"Ideal","H","SI1",61.6,55,716,4.87,4.9,3.01
0.43,"Premium","D","SI2",60.7,58,716,4.85,4.91,2.96
0.43,"Very Good","E","SI2",62.7,55,716,4.83,4.87,3.04
0.43,"Very Good","D","SI2",61.1,58,716,4.86,4.9,2.98
0.43,"Very Good","H","SI1",61.5,58,716,4.8,4.86,2.97
0.35,"Very Good","E","VS2",61.9,61,716,4.5,4.54,2.8
0.32,"Very Good","F","VVS2",62,55,717,4.38,4.42,2.73
0.42,"Very Good","F","SI1",63.1,56,717,4.77,4.8,3.02
0.45,"Ideal","I","VS2",61.9,54,717,4.92,4.94,3.05
0.38,"Ideal","E","VS2",61.5,56,717,4.65,4.69,2.87
0.31,"Ideal","H","VS1",61.3,55,717,4.36,4.41,2.69
0.4,"Very Good","F","SI1",61.7,62,717,4.71,4.76,2.92
0.42,"Premium","G","SI1",62.7,59,717,4.72,4.75,2.97
0.4,"Good","H","VS2",63.1,62,717,4.75,4.66,2.97
0.41,"Very Good","D","SI1",63,57,717,4.64,4.7,2.94
0.41,"Very Good","D","SI1",60.3,63,717,4.78,4.8,2.89
0.41,"Good","D","SI1",63.1,57,717,4.68,4.73,2.97
0.41,"Very Good","D","SI1",63,56,717,4.75,4.8,3.01
0.36,"Ideal","E","VS2",61.3,56,718,4.59,4.61,2.82
0.3,"Ideal","D","VS1",62.2,57,718,4.26,4.29,2.66
0.3,"Ideal","D","VS1",61.6,54,718,4.34,4.36,2.68
0.36,"Ideal","F","SI1",61.6,56,718,4.62,4.57,2.83
0.32,"Ideal","G","VS1",62.3,55,718,4.41,4.39,2.74
0.32,"Ideal","G","VS1",62.5,57,718,4.37,4.34,2.72
0.43,"Good","E","SI1",63.4,56,718,4.77,4.79,3.03
0.35,"Premium","E","VS1",62.2,58,718,4.47,4.5,2.79
0.39,"Good","F","SI1",63.3,54,718,4.62,4.67,2.94
0.39,"Very Good","J","VVS1",61.8,56,718,4.64,4.71,2.89
0.39,"Good","H","VS2",63.1,58,718,4.63,4.66,2.93
0.39,"Ideal","F","SI1",62.5,55,718,4.63,4.68,2.91
0.35,"Ideal","E","VS1",61.5,57,718,4.52,4.55,2.79
0.39,"Good","F","SI1",63.6,58,718,4.6,4.65,2.94
0.39,"Very Good","J","VVS1",62.5,58,718,4.61,4.67,2.9
0.39,"Very Good","J","VVS1",62.8,58,718,4.61,4.66,2.91
0.3,"Very Good","D","VVS2",59.3,57,719,4.39,4.41,2.61
0.32,"Ideal","D","VS2",61.3,56,719,4.4,4.44,2.71
0.39,"Ideal","E","SI1",62.1,53,719,4.69,4.72,2.92
0.33,"Ideal","I","IF",61.5,56,719,4.43,4.47,2.74
0.3,"Good","D","VVS2",61.6,63,719,4.23,4.27,2.62
0.38,"Good","F","VS2",60.3,61,719,4.68,4.71,2.83
0.47,"Fair","F","SI2",67.6,57,719,4.81,4.72,3.23
0.41,"Premium","G","SI1",61.5,59,719,4.75,4.78,2.93
0.41,"Very Good","G","SI1",62.5,57,719,4.69,4.72,2.94
0.41,"Premium","G","SI1",62.7,58,719,4.7,4.74,2.96
0.41,"Premium","G","SI1",61.4,60,719,4.75,4.82,2.94
0.41,"Very Good","G","SI1",62.7,55,719,4.77,4.8,3
0.41,"Very Good","G","SI1",60.3,60,719,4.76,4.8,2.88
0.41,"Premium","G","SI1",59.1,58,719,4.83,4.88,2.87
0.41,"Premium","G","SI1",62.5,58,719,4.75,4.78,2.98
0.41,"Premium","G","SI1",61.7,59,719,4.71,4.73,2.91
0.41,"Premium","G","SI1",62.6,59,719,4.72,4.77,2.97
0.41,"Premium","G","SI1",61.3,58,719,4.76,4.8,2.93
0.41,"Premium","G","SI1",61.3,60,719,4.75,4.81,2.93
0.41,"Very Good","G","SI1",62.9,56,719,4.7,4.75,2.97
0.41,"Ideal","G","SI1",62.6,54,719,4.74,4.78,2.98
0.41,"Premium","G","SI1",60.3,59,719,4.76,4.79,2.88
0.32,"Premium","G","VS2",61.9,58,720,4.43,4.36,2.72
0.3,"Ideal","G","VVS1",61.8,56,720,4.34,4.37,2.69
0.31,"Ideal","E","VS2",62.5,54,720,4.33,4.37,2.72
0.34,"Ideal","G","VS1",60.6,57,720,4.52,4.57,2.75
0.3,"Ideal","D","VS1",62,57,720,4.27,4.31,2.66
0.32,"Ideal","D","VS1",61.4,56,720,4.38,4.41,2.7
0.4,"Good","H","SI2",63.8,57,720,4.7,4.67,2.99
0.32,"Ideal","G","VS2",59.8,57,720,4.46,4.43,2.66
0.32,"Ideal","G","VS2",60.3,57,720,4.46,4.43,2.68
0.32,"Premium","G","VS2",59.9,57,720,4.51,4.47,2.69
0.32,"Premium","G","VS2",62.3,60,720,4.4,4.37,2.73
0.32,"Ideal","F","SI2",61.7,56,720,4.44,4.41,2.73
0.32,"Premium","E","SI1",61.9,59,720,4.39,4.36,2.71
0.32,"Premium","E","SI1",62.2,57,720,4.43,4.38,2.74
0.32,"Ideal","E","SI1",61.8,55,720,4.45,4.42,2.74
0.32,"Premium","E","SI1",60.1,60,720,4.47,4.42,2.67
0.32,"Very Good","E","SI1",63.2,56,720,4.38,4.35,2.76
0.4,"Good","H","SI2",63.7,59,720,4.69,4.64,2.97
0.32,"Ideal","I","VVS2",63,57,720,4.37,4.33,2.74
0.32,"Premium","I","VVS2",61.9,59,720,4.38,4.35,2.7
0.32,"Premium","I","VVS2",62.1,59,720,4.38,4.35,2.71
0.32,"Ideal","I","VVS2",62.6,54,720,4.41,4.37,2.75
0.32,"Premium","I","VVS2",60.7,59,720,4.43,4.4,2.68
0.32,"Ideal","I","VVS2",61.5,56,720,4.42,4.4,2.71
0.32,"Ideal","H","VS1",60.2,56,720,4.49,4.44,2.69
0.32,"Ideal","H","VS1",61.3,55,720,4.43,4.41,2.71
0.32,"Ideal","H","VS1",61.1,56,720,4.46,4.44,2.72
0.32,"Premium","H","VS1",60.2,58,720,4.47,4.43,2.68
0.32,"Ideal","H","VS1",61.8,55,720,4.42,4.41,2.73
0.32,"Premium","H","VS1",60.5,59,720,4.42,4.41,2.67
0.32,"Premium","H","VS1",60.6,60,720,4.44,4.4,2.68
0.32,"Ideal","H","VS1",63,57,720,4.39,4.37,2.76
0.32,"Premium","H","VS1",61.7,58,720,4.41,4.37,2.71
0.32,"Ideal","H","VS1",62.9,54,720,4.41,4.37,2.76
0.32,"Premium","H","VS1",61.7,61,720,4.43,4.38,2.72
0.32,"Premium","H","VS1",61.7,58,720,4.44,4.38,2.72
0.32,"Ideal","H","VS1",61.5,57,720,4.42,4.4,2.71
0.32,"Ideal","H","VS1",61.9,55,720,4.42,4.4,2.73
0.32,"Ideal","H","VS1",63,55,720,4.42,4.4,2.78
0.32,"Ideal","H","VS1",62.8,55,720,4.41,4.35,2.75
0.32,"Ideal","H","VS1",63,57,720,4.35,4.32,2.73
0.32,"Premium","H","VS1",61.3,60,720,4.38,4.33,2.67
0.32,"Very Good","H","VS1",63.1,57,720,4.37,4.34,2.75
0.32,"Premium","H","VS1",62.4,58,720,4.4,4.35,2.73
0.32,"Premium","H","VS1",62.8,58,720,4.37,4.35,2.74
0.32,"Premium","H","VS1",62.3,58,720,4.39,4.34,2.72
0.32,"Premium","G","VS2",61,59,720,4.46,4.42,2.71
0.32,"Premium","G","VS2",59.8,59,720,4.52,4.48,2.69
0.32,"Premium","G","VS2",60.8,59,720,4.44,4.41,2.69
0.32,"Premium","G","VS2",60.2,57,720,4.45,4.42,2.67
0.32,"Premium","G","VS2",61.1,58,720,4.45,4.42,2.71
0.32,"Ideal","G","VS2",61.4,55,720,4.46,4.4,2.72
0.32,"Premium","G","VS2",60.5,58,720,4.42,4.41,2.67
0.32,"Ideal","G","VS2",61.8,55,720,4.42,4.41,2.73
0.32,"Ideal","G","VS2",61.8,55,720,4.43,4.41,2.73
0.32,"Premium","G","VS2",61.5,60,720,4.42,4.4,2.71
0.32,"Ideal","G","VS2",61.5,57,720,4.41,4.4,2.71
0.32,"Premium","G","VS2",61.5,59,720,4.42,4.4,2.71
0.32,"Ideal","G","VS2",61.6,57,720,4.41,4.39,2.71
0.32,"Ideal","G","VS2",62,57,720,4.41,4.39,2.73
0.32,"Premium","G","VS2",60.7,58,720,4.42,4.38,2.67
0.32,"Ideal","G","VS2",61.8,57,720,4.42,4.38,2.72
0.32,"Ideal","G","VS2",62.5,56,720,4.42,4.38,2.75
0.32,"Ideal","G","VS2",61.4,57,720,4.4,4.39,2.7
0.32,"Ideal","G","VS2",62,57,720,4.4,4.37,2.72
0.32,"Premium","G","VS2",62,59,720,4.41,4.37,2.72
0.32,"Ideal","G","VS2",61.7,57,720,4.4,4.38,2.71
0.32,"Premium","G","VS2",61.2,59,720,4.41,4.38,2.69
0.32,"Ideal","G","VS2",61.8,57,720,4.4,4.37,2.71
0.32,"Premium","G","VS2",62.6,58,720,4.39,4.37,2.74
0.32,"Ideal","G","VS2",61.4,56,720,4.39,4.37,2.69
0.32,"Premium","G","VS2",62.3,58,720,4.41,4.36,2.73
0.32,"Very Good","G","VS2",63.3,54,720,4.39,4.36,2.77
0.32,"Premium","G","VS2",61.5,60,720,4.39,4.36,2.69
0.32,"Premium","G","VS2",62.5,58,720,4.38,4.36,2.73
0.32,"Premium","G","VS2",61.5,58,720,4.4,4.35,2.69
0.32,"Premium","G","VS2",62.1,60,720,4.39,4.34,2.71
0.32,"Premium","G","VS2",62,58,720,4.38,4.33,2.7
0.32,"Premium","G","VS2",62.6,59,720,4.36,4.33,2.72
0.32,"Premium","G","VS2",62.6,60,720,4.36,4.33,2.72
0.32,"Premium","G","VS2",62.4,59,720,4.36,4.33,2.71
0.32,"Premium","G","VS2",61.7,60,720,4.4,4.32,2.69
0.32,"Premium","G","VS2",62.5,60,720,4.38,4.32,2.72
0.32,"Very Good","G","VS2",63.1,57,720,4.35,4.3,2.73
0.32,"Premium","G","VS2",62.8,58,720,4.35,4.31,2.72
0.32,"Ideal","E","SI1",61.9,56,720,4.43,4.39,2.73
0.32,"Premium","E","SI1",60.2,60,720,4.44,4.39,2.66
0.32,"Premium","E","SI1",61.6,56,720,4.41,4.39,2.71
