"carat","cut","color","clarity","depth","table","price","x","y","z"
1.9,"Ideal","I","SI2",60.9,55,12165,8,8.06,4.89
2.1,"Ideal","I","SI1",61.6,57,12168,8.24,8.15,5.05
1.74,"Premium","I","VS2",58.6,59,12168,7.99,7.87,4.65
2,"Premium","H","SI2",62.7,58,12168,8.06,8.01,5.04
1.58,"Ideal","H","VS2",61.4,56,12170,7.48,7.54,4.62
1.54,"Ideal","H","VVS2",62.6,56,12171,7.42,7.35,4.62
1.63,"Ideal","I","VVS2",62.3,54.7,12174,7.49,7.52,4.69
1.18,"Very Good","F","VVS1",60.4,59,12175,6.82,6.86,4.13
1.5,"Very Good","D","SI1",61,59,12179,7.33,7.39,4.49
2.11,"Ideal","H","SI2",61.5,57,12179,8.3,8.25,5.09
1.5,"Premium","D","SI1",62.4,58,12179,7.31,7.27,4.55
2.08,"Ideal","J","SI2",62.3,55,12179,8.23,8.17,5.11
2.01,"Premium","I","SI2",62.3,59,12182,8.01,7.97,4.98
1.52,"Ideal","F","SI1",62,54,12182,7.44,7.36,4.59
1.52,"Ideal","F","SI1",62.2,56,12183,7.41,7.31,4.58
1.09,"Ideal","D","VVS2",61.3,57,12185,6.61,6.66,4.07
1.62,"Ideal","I","VVS1",61.5,58,12186,7.54,7.56,4.64
1.7,"Ideal","D","SI1",60,54,12190,7.76,7.71,4.64
1.15,"Ideal","E","VVS2",61.5,57,12193,6.72,6.75,4.14
1.54,"Ideal","F","SI1",61.9,56,12195,7.44,7.38,4.59
1.4,"Very Good","E","VS1",59.1,57,12196,7.28,7.38,4.33
1.5,"Very Good","G","VS2",61.2,61,12196,7.29,7.34,4.48
2.1,"Very Good","J","SI2",62,62,12196,8.17,8.23,5.08
2,"Very Good","J","SI1",62.2,59,12196,7.92,7.97,4.94
1.8,"Good","F","SI2",57.9,58,12196,8.08,8.13,4.69
1.5,"Premium","G","VS2",62.5,59,12196,7.28,7.32,4.56
1.54,"Premium","H","IF",62.5,58,12196,7.33,7.38,4.6
1.64,"Ideal","I","VS2",60.6,57,12199,7.66,7.69,4.65
1.11,"Very Good","D","VVS1",62.5,58,12200,6.67,6.6,4.15
1.51,"Premium","F","VS2",61.9,60,12202,7.29,7.25,4.5
0.35,"Ideal","G","VS2",61,57,633,4.54,4.57,2.78
0.4,"Ideal","J","VS1",62.1,53,633,4.75,4.78,2.96
0.4,"Ideal","J","VS1",61.5,58,633,4.73,4.76,2.92
0.4,"Ideal","J","VS1",62.2,54,633,4.72,4.76,2.95
0.29,"Good","E","VVS2",62.7,61,633,4.2,4.22,2.64
0.29,"Good","F","IF",56.8,65,633,4.37,4.4,2.49
0.38,"Premium","I","VS2",62.5,58,633,4.58,4.61,2.87
0.38,"Very Good","D","SI2",61.1,58,633,4.62,4.68,2.84
0.38,"Premium","I","VS2",61.7,59,633,4.6,4.64,2.85
0.38,"Premium","H","SI1",59.7,60,633,4.66,4.68,2.79
0.38,"Very Good","D","SI2",59.2,61,633,4.67,4.72,2.78
0.38,"Premium","I","VS2",61.8,59,633,4.61,4.64,2.86
0.43,"Very Good","F","SI2",58.3,62,633,4.91,4.97,2.88
0.38,"Good","H","SI1",63.3,57,633,4.58,4.62,2.91
0.38,"Very Good","I","VS2",61.5,58,633,4.61,4.62,2.84
0.38,"Very Good","H","SI1",61.2,62,633,4.62,4.66,2.84
0.38,"Ideal","D","SI2",61.1,56,633,4.65,4.71,2.86
0.38,"Premium","I","VS2",60.2,58,633,4.69,4.75,2.84
0.38,"Very Good","D","SI2",62.1,55,633,4.62,4.65,2.88
0.38,"Very Good","E","SI2",61.6,57,633,4.61,4.65,2.85
0.36,"Very Good","F","VS2",63.1,56,634,4.5,4.53,2.85
0.3,"Very Good","G","VVS1",62.8,55,635,4.28,4.31,2.7
0.31,"Ideal","I","IF",60.9,57,635,4.39,4.44,2.69
0.31,"Ideal","I","IF",61.7,55,635,4.36,4.39,2.7
0.31,"Ideal","I","IF",60.9,57,635,4.37,4.4,2.67
0.31,"Ideal","I","IF",62,54,635,4.38,4.4,2.72
0.31,"Ideal","I","IF",62,54,635,4.36,4.42,2.72
0.26,"Premium","E","VVS1",60.9,59,635,4.09,4.12,2.5
0.38,"Premium","D","SI1",59.1,58,635,4.74,4.77,2.81
0.26,"Ideal","E","VVS1",61.7,56,635,4.09,4.11,2.53
1.5,"Ideal","D","SI1",60.3,57,12206,7.37,7.4,4.45
1.56,"Very Good","F","SI1",61,58,12207,7.41,7.48,4.54
1.37,"Ideal","G","VVS2",62.3,55.5,12207,7.05,7.14,4.43
1.33,"Ideal","G","VVS2",62.6,57,12209,7.04,6.99,4.39
1.7,"Ideal","I","VS1",60.1,57,12209,7.8,7.77,4.68
2.01,"Ideal","J","SI1",62.7,56,12209,8.08,8.03,5.05
2.01,"Premium","J","SI1",60.7,61,12209,8.15,8.1,4.93
2,"Premium","H","SI2",58.9,57,12210,8.09,58.9,8.06
1.51,"Ideal","G","VS2",60.8,54,12210,7.45,7.43,4.52
1.28,"Premium","E","VS1",60.8,60,12210,7.03,6.98,4.26
1.6,"Premium","H","VS1",60,59,12210,7.61,7.58,4.56
2,"Ideal","E","SI2",62.3,56,12210,8.04,7.94,4.98
2.21,"Very Good","J","SI2",60.6,62,12215,8.37,8.45,5.1
2.01,"Good","H","SI2",57.6,60,12215,8.32,8.23,4.76
1.51,"Ideal","H","VS2",62.4,56,12219,7.33,7.28,4.56
2.18,"Very Good","I","SI2",63.3,58,12220,8.22,8.18,5.19
2,"Very Good","I","SI2",63.7,61,12221,7.85,7.97,5.04
1.71,"Good","E","SI1",63.8,58,12224,7.54,7.48,4.79
1.51,"Premium","H","VVS1",60.6,60,12224,7.4,7.42,4.49
1.51,"Very Good","E","SI1",60.3,58,12224,7.43,7.47,4.49
1.65,"Ideal","H","VVS2",62.1,56,12225,7.68,7.65,4.76
1.56,"Premium","D","SI1",62.6,58,12226,7.36,7.44,4.63
2.11,"Ideal","H","SI2",60,56,12226,8.43,8.35,5.03
1.53,"Premium","G","VS2",61.3,58,12228,7.48,7.4,4.56
1.7,"Very Good","H","VS2",63.3,57,12228,7.59,7.54,4.79
1.51,"Premium","G","VS2",59.2,61,12229,7.48,7.44,4.42
2.01,"Very Good","H","SI2",63.2,59,12229,8.04,8,5.07
1.21,"Ideal","F","VVS1",59.8,60,12230,6.95,6.89,4.14
1.61,"Premium","D","SI1",59,60,12231,7.68,7.6,4.51
1.52,"Premium","H","VVS2",62.8,57,12232,7.38,7.27,4.6
1.51,"Premium","E","SI1",59.6,61,12236,7.53,7.43,4.46
1.26,"Ideal","F","VVS2",62.3,57,12237,6.87,6.92,4.3
