"carat","cut","color","clarity","depth","table","price","x","y","z"
1.54,"Very Good","G","VVS2",61.1,55,15225,7.5,7.53,4.59
1.51,"Ideal","F","VS2",61.5,57,15226,7.39,7.36,4.54
1.66,"Very Good","G","VS2",63.2,56,15229,7.61,7.49,4.77
1.02,"Premium","D","IF",61.5,60,15231,6.45,6.52,3.99
2.02,"Ideal","J","VS1",61.9,58,15231,8.06,8.1,5
2.56,"Good","J","SI2",63.6,62,15231,8.62,8.57,5.47
2.12,"Premium","I","SI2",60.6,59,15235,8.3,8.27,5.02
2.2,"Premium","I","SI2",63,59,15238,8.22,8.19,5.17
1.7,"Premium","D","SI1",61.9,59,15238,7.64,7.61,4.72
1.52,"Ideal","E","VS2",62.2,57,15239,7.34,7.38,4.58
0.35,"Ideal","D","SI1",62.3,55,644,4.52,4.56,2.83
0.35,"Ideal","D","SI1",62.3,55,644,4.51,4.54,2.82
0.35,"Ideal","D","SI1",61.6,56,644,4.49,4.53,2.78
0.35,"Premium","D","SI1",60.9,58,644,4.52,4.55,2.76
0.35,"Good","D","SI1",63.3,57,644,4.51,4.53,2.86
0.38,"Very Good","H","VS2",61.5,55,645,4.66,4.67,2.86
0.3,"Very Good","D","VS1",63,56,645,4.27,4.33,2.71
0.36,"Ideal","I","VVS1",61.5,55,645,4.61,4.63,2.84
0.38,"Ideal","J","VS1",62,53,645,4.66,4.7,2.9
0.31,"Ideal","G","VS1",60.8,57,645,4.39,4.42,2.68
0.31,"Ideal","G","VS1",61.3,55,645,4.39,4.42,2.7
0.34,"Premium","F","VS2",58.1,61,645,4.6,4.55,2.66
0.32,"Ideal","F","VS2",62.3,56,645,4.37,4.4,2.73
0.32,"Ideal","F","VS2",61.9,56,645,4.41,4.44,2.74
0.32,"Ideal","G","VS1",61.6,57,645,4.38,4.42,2.71
0.32,"Ideal","G","VS1",62,56,645,4.37,4.41,2.72
0.32,"Ideal","G","VS1",61.2,57,645,4.4,4.43,2.7
0.32,"Very Good","F","VS2",62.8,53,645,4.34,4.38,2.74
0.32,"Very Good","G","VS1",61.3,62,645,4.39,4.42,2.7
0.32,"Ideal","F","VS2",62.6,55,645,4.38,4.41,2.75
0.32,"Ideal","G","VS1",61.2,56,645,4.42,4.44,2.71
0.32,"Ideal","G","VS1",61.3,57,645,4.37,4.4,2.69
0.32,"Ideal","F","VS2",61.3,57,645,4.37,4.4,2.69
0.32,"Premium","G","VS1",59.2,59,645,4.45,4.47,2.64
0.32,"Very Good","H","VVS2",61,58,645,4.41,4.44,2.7
0.32,"Ideal","F","VS2",62.1,57,645,4.35,4.38,2.71
0.32,"Premium","G","VS1",61.7,58,645,4.38,4.41,2.71
0.32,"Good","F","VS2",63.6,57,645,4.34,4.37,2.77
0.32,"Very Good","H","VVS2",61.6,55,645,4.42,4.44,2.73
0.32,"Ideal","F","VS2",61.3,56,645,4.41,4.43,2.71
1.5,"Premium","D","VS2",61.8,60,15240,7.37,7.3,4.53
1.91,"Very Good","G","SI1",63.1,59,15241,7.9,7.86,4.97
2.07,"Very Good","I","SI2",63.1,57,15245,8.2,8.1,5.14
2.5,"Ideal","J","SI2",63.8,53,15246,8.56,8.5,5.45
1.62,"Ideal","G","VS1",62.7,56,15246,7.44,7.51,4.69
1.36,"Ideal","F","VVS1",61.3,57,15247,7.13,7.23,4.4
1.26,"Ideal","F","VVS1",61.1,57,15247,6.96,6.98,4.26
2.41,"Premium","H","SI2",58.7,61,15248,8.85,8.76,5.17
2,"Very Good","I","SI1",58.5,58,15249,8.24,8.28,4.83
1.59,"Premium","E","VS2",62.3,59,15249,7.43,7.38,4.61
1.52,"Ideal","D","VS2",62.3,56,15252,7.41,7.32,4.59
1.51,"Premium","F","VS2",59.1,60,15253,7.52,7.45,4.42
2.19,"Ideal","I","SI2",62.5,56,15254,8.31,8.24,5.18
2.01,"Good","E","SI2",63.1,58,15255,7.89,8.01,5.02
1.75,"Very Good","E","SI1",60.3,61,15255,7.74,7.82,4.69
2,"Ideal","I","SI1",62.8,56,15258,8.04,7.95,5.02
2.13,"Ideal","J","VS2",62.1,55,15258,8.23,8.29,5.13
1.7,"Very Good","G","VS2",62.6,57,15259,7.6,7.67,4.78
2.02,"Good","F","SI2",61.9,61,15261,8.06,8.02,4.98
1.52,"Very Good","G","VVS2",62.9,59,15265,7.25,7.29,4.57
2.03,"Ideal","I","SI1",61.8,57,15272,8.07,8.14,5.01
1.53,"Ideal","G","VVS2",61.4,59,15275,7.4,7.42,4.55
1.77,"Premium","E","VS2",61.6,58,15278,7.78,7.71,4.77
1.51,"Very Good","G","VVS1",62.2,58,15281,7.3,7.33,4.55
1.65,"Ideal","G","VS1",62.3,55,15281,7.56,7.6,4.72
2.11,"Ideal","I","SI1",62,55,15282,8.23,8.18,5.09
2.11,"Fair","I","SI1",67.2,60,15282,7.86,7.8,5.26
2.25,"Good","J","SI1",62.4,61,15287,8.29,8.35,5.19
2.13,"Ideal","H","SI2",61.8,57,15288,8.21,8.25,5.09
2.03,"Ideal","I","SI1",62.9,57,15291,8.06,8.02,5.06
2.05,"Premium","G","SI1",61.6,59,15291,8.2,8.16,5.04
2.05,"Premium","G","SI1",61.6,59,15291,8.2,8.16,5.04
1.5,"Premium","F","VS1",62.3,58,15291,7.33,7.28,4.55
1.55,"Ideal","E","VS2",61.9,58,15293,7.39,7.45,4.59
1.57,"Ideal","G","VS1",61.2,57,15301,7.53,7.6,4.63
1.51,"Premium","G","VVS2",60.9,58,15303,7.42,7.38,4.51
1.51,"Ideal","G","VVS2",60.5,56,15303,7.45,7.42,4.5
1.02,"Very Good","D","IF",62.7,57,15306,6.36,6.46,4.02
2.04,"Ideal","I","SI1",60,60,15308,8.3,8.26,4.97
1.68,"Very Good","F","VS2",61.1,60,15309,7.63,7.7,4.68
2,"Very Good","H","SI2",59.7,61,15312,8.15,8.2,4.88
2,"Premium","H","SI2",60.7,60,15312,8.07,8.11,4.91
2.24,"Ideal","J","VS2",61.8,54,15316,8.41,8.36,5.18
1.54,"Premium","E","VS2",62.7,58,15316,7.37,7.33,4.61
1.62,"Ideal","G","VS2",61.7,54,15318,7.57,7.58,4.68
2.41,"Premium","J","VS1",61.1,60,15320,8.66,8.6,5.27
2.08,"Premium","I","SI2",61.2,58,15321,8.24,8.16,5.02
2.03,"Premium","G","SI1",61.9,59,15322,8.14,8.09,5.02
2.31,"Premium","J","SI1",61.1,60,15323,8.58,8.51,5.22
