"carat","cut","color","clarity","depth","table","price","x","y","z"
0.55,"Very Good","E","VS2",61.2,57,1725,5.22,5.27,3.21
0.64,"Very Good","F","SI1",61.2,58,1725,5.54,5.6,3.41
0.57,"Ideal","G","VS2",61,55,1725,5.38,5.4,3.29
0.54,"Ideal","D","VS2",61.2,56,1725,5.24,5.28,3.22
0.57,"Ideal","H","VS2",61.7,55,1725,5.37,5.34,3.3
0.61,"Very Good","E","SI1",63.3,60,1726,5.36,5.29,3.37
0.57,"Very Good","H","VVS2",60.2,56,1726,5.41,5.44,3.27
0.57,"Very Good","H","VVS2",62.2,56,1726,5.32,5.35,3.31
0.54,"Very Good","E","VS2",61.5,59,1726,5.21,5.23,3.21
0.54,"Ideal","G","VS1",61.7,57,1726,5.23,5.25,3.23
0.52,"Ideal","E","VS1",61.3,56,1726,5.18,5.22,3.19
0.53,"Very Good","G","VS1",63.2,55,1727,5.15,5.13,3.25
0.53,"Ideal","G","VS1",61.7,55,1727,5.22,5.18,3.21
0.53,"Ideal","G","VS1",61.6,57,1727,5.24,5.21,3.22
0.53,"Premium","G","VS1",63,58,1727,5.17,5.15,3.25
0.53,"Premium","E","VS2",58.3,62,1727,5.31,5.26,3.08
0.53,"Premium","E","VS2",61.4,55,1727,5.24,5.21,3.21
0.53,"Ideal","E","VS2",61,57,1727,5.26,5.23,3.2
0.53,"Ideal","E","VS2",62,55,1727,5.21,5.17,3.22
0.53,"Good","E","VS2",63.7,55,1727,5.15,5.12,3.27
0.53,"Ideal","E","VS2",62.5,57,1727,5.18,5.16,3.23
0.53,"Very Good","G","VS1",63.4,56,1727,5.15,5.1,3.25
0.57,"Ideal","E","VS2",61.6,56,1728,5.34,5.38,3.3
0.57,"Ideal","E","VS2",60.8,56,1728,5.35,5.4,3.27
0.57,"Ideal","E","VS2",60.4,57,1728,5.36,5.4,3.25
0.51,"Ideal","F","VS1",61.7,55,1728,5.13,5.17,3.18
0.57,"Ideal","G","VS2",61.8,57,1728,5.32,5.3,3.28
0.57,"Ideal","I","VVS1",61.7,56,1728,5.35,5.31,3.29
0.57,"Premium","I","VVS1",62.1,58,1728,5.32,5.25,3.28
0.57,"Ideal","G","VS2",61.8,56,1728,5.35,5.3,3.29
0.57,"Ideal","G","VS2",61.6,57,1728,5.36,5.32,3.29
0.57,"Premium","G","VS2",59.7,59,1728,5.41,5.37,3.22
0.57,"Premium","G","VS2",62.8,57,1728,5.28,5.23,3.3
0.57,"Premium","G","VS2",62.6,55,1728,5.31,5.26,3.31
0.57,"Premium","G","VS2",62.1,57,1728,5.3,5.27,3.28
0.57,"Premium","E","SI1",60.3,57,1728,5.4,5.34,3.24
0.57,"Ideal","E","SI1",62.1,56,1728,5.33,5.3,3.3
0.57,"Ideal","E","SI1",61.9,56,1728,5.35,5.32,3.3
0.57,"Ideal","E","SI1",61.8,57,1728,5.33,5.28,3.28
0.57,"Premium","E","SI1",61.4,58,1728,5.34,5.28,3.26
0.57,"Good","H","VS1",63.7,51,1728,5.36,5.29,3.39
0.55,"Premium","D","SI1",61.7,59,1728,5.3,5.23,3.25
0.5,"Very Good","G","VVS2",61.3,57,1729,5.12,5.15,3.15
0.56,"Ideal","F","VS2",62.3,55,1729,5.32,5.28,3.3
0.56,"Ideal","D","SI1",62.5,56,1729,5.28,5.24,3.29
0.52,"Ideal","H","SI1",62,55,1730,5.16,5.2,3.21
0.73,"Premium","D","SI2",61,61,1730,5.81,5.74,3.52
0.53,"Ideal","H","VS1",61.9,55,1731,5.18,5.21,3.22
0.5,"Ideal","F","VS1",61,56,1731,5.14,5.15,3.14
0.5,"Ideal","F","VS1",62.1,55,1731,5.08,5.12,3.17
0.57,"Very Good","E","VS2",60.7,58,1732,5.37,5.33,3.25
0.54,"Ideal","E","VS1",62.6,55,1732,5.2,5.22,3.26
0.51,"Ideal","E","SI1",61.4,56,1732,5.14,5.16,3.16
0.51,"Ideal","E","SI1",61.7,56,1732,5.13,5.17,3.18
0.52,"Premium","I","VVS1",60.1,58,1733,5.26,5.23,3.15
0.51,"Premium","E","VS2",61.4,56,1733,5.18,5.15,3.17
0.51,"Ideal","E","VS2",62.8,56,1733,5.14,5.11,3.22
0.46,"Ideal","G","IF",62.1,56,1733,4.96,4.93,3.07
0.64,"Fair","E","SI1",59.5,64,1733,5.65,5.39,3.31
0.62,"Very Good","H","VS2",61.8,57,1734,5.47,5.5,3.39
0.53,"Good","D","VS2",63.4,55,1734,5.11,5.23,3.28
0.53,"Premium","D","VS2",59.9,58,1734,5.26,5.29,3.16
0.7,"Very Good","J","SI1",63,56,1735,5.61,5.66,3.55
0.7,"Premium","J","SI1",61.3,59,1735,5.73,5.75,3.52
0.55,"Premium","E","VS2",60.1,59,1735,5.36,5.29,3.2
0.52,"Very Good","G","VS1",62.2,63,1736,5.22,5.13,3.22
