"carat","cut","color","clarity","depth","table","price","x","y","z"
1.01,"Good","G","VVS1",63.1,59,7279,6.33,6.42,4.02
1,"Premium","D","VS1",61,58,7280,6.46,6.42,3.93
1.06,"Premium","D","VS2",59.6,60,7280,6.71,6.68,3.99
1,"Very Good","D","VS2",59.8,60,7281,6.46,6.49,3.87
1.09,"Very Good","G","VS1",60,57,7281,6.68,6.71,4.02
1,"Very Good","D","VS1",60,60,7281,6.44,6.49,3.88
1.2,"Premium","F","SI1",60.1,59,7282,6.92,6.85,4.14
1.32,"Very Good","H","SI1",62.8,56,7283,6.94,7,4.38
1.05,"Fair","G","VS1",65.6,58,7283,6.25,6.38,4.13
1.22,"Premium","H","VS1",58.9,59,7283,7.02,6.96,4.12
1.47,"Ideal","I","VS2",62.3,57,7284,7.24,7.3,4.53
0.9,"Ideal","E","VVS2",62.8,54,7286,6.11,6.21,3.87
1.07,"Ideal","F","SI1",61.5,56,7286,6.58,6.62,4.06
1.01,"Premium","E","VS2",59.2,59,7287,6.67,6.6,3.93
1.54,"Premium","G","SI2",61.6,58,7287,7.45,7.3,4.57
1.01,"Ideal","E","VS2",61.5,57,7288,6.44,6.48,3.97
1.36,"Very Good","E","SI2",61.7,59,7288,7.09,7.2,4.41
1.25,"Ideal","E","SI2",62.3,58,7289,6.86,6.89,4.28
1.01,"Very Good","E","VS2",59.5,60,7290,6.5,6.54,3.88
1.01,"Ideal","G","VS1",61.2,57,7290,6.42,6.47,3.95
1.13,"Ideal","G","VS2",61.6,57,7290,6.7,6.68,4.12
1.5,"Good","F","SI2",64.1,55,7291,7.15,7.11,4.57
1.5,"Very Good","H","SI2",62,63,7291,7.28,7.24,4.5
1.5,"Good","H","SI2",64.2,56,7291,7.26,7.2,4.64
1.24,"Fair","D","SI1",55.6,67,7291,7.27,7.11,4
1.5,"Premium","H","SI2",62.3,59,7291,7.27,7.21,4.52
1.5,"Good","H","SI2",64.2,61,7291,7.15,7.1,4.57
1.02,"Very Good","G","VVS2",61.3,59,7292,6.46,6.53,3.98
1.09,"Ideal","G","VS2",62.8,57,7292,6.54,6.58,4.12
1.02,"Good","G","VVS2",62.3,60,7292,6.38,6.49,4.01
0.35,"Ideal","I","VVS2",62.3,57,614,4.49,4.53,2.81
0.35,"Premium","H","VS1",61.7,59,614,4.51,4.53,2.79
0.35,"Premium","E","SI1",61.1,59,614,4.5,4.56,2.77
0.35,"Premium","H","VS1",62.6,59,614,4.45,4.5,2.8
0.35,"Ideal","E","SI1",61.2,57,614,4.52,4.56,2.78
0.35,"Ideal","E","SI1",62.3,56,614,4.53,4.56,2.83
0.35,"Premium","H","VS1",61.3,59,614,4.54,4.57,2.79
0.35,"Very Good","E","SI1",62.7,57,614,4.47,4.52,2.82
0.35,"Very Good","E","SI1",61.9,58,614,4.49,4.52,2.79
0.35,"Ideal","E","SI1",60.9,55,614,4.53,4.57,2.77
0.35,"Very Good","E","SI1",62.9,58,614,4.48,4.52,2.83
0.3,"Good","E","VS2",63.4,56,614,4.26,4.29,2.71
0.35,"Premium","E","SI1",59.7,60,614,4.53,4.58,2.72
0.35,"Premium","E","SI1",61.2,58,614,4.53,4.59,2.79
0.35,"Very Good","E","SI1",60.7,59,614,4.52,4.57,2.76
0.3,"Very Good","E","VS2",62.6,62,614,4.21,4.25,2.65
0.35,"Ideal","H","VS1",62,56,614,4.54,4.56,2.82
0.35,"Ideal","E","SI1",61,57,614,4.54,4.57,2.78
0.35,"Premium","E","SI1",60.8,60,614,4.51,4.57,2.76
0.36,"Very Good","E","SI1",59.9,60,615,4.59,4.62,2.76
0.35,"Ideal","G","VS2",62.5,53,615,4.53,4.56,2.84
0.34,"Ideal","H","VS1",62.4,55,615,4.48,4.5,2.8
0.3,"Ideal","F","VS1",62.3,54,615,4.31,4.33,2.69
0.3,"Ideal","I","IF",62,57,615,4.28,4.3,2.66
0.3,"Ideal","I","IF",62.5,56,615,4.26,4.28,2.67
0.33,"Very Good","D","VS2",60.8,60,615,4.52,4.46,2.73
0.32,"Very Good","F","VS1",62.2,55,616,4.37,4.39,2.72
0.34,"Ideal","G","VS2",60.8,56,616,4.53,4.55,2.76
0.34,"Ideal","G","VS2",61.4,55,616,4.51,4.54,2.78
0.36,"Premium","F","SI1",61.1,60,616,4.62,4.57,2.81
1.51,"Premium","I","SI2",62.6,59,7292,7.31,7.28,4.57
1.51,"Premium","I","SI2",58.7,59,7292,7.53,7.49,4.41
1.14,"Very Good","F","VS2",58.3,60,7293,6.87,6.91,4.02
1.01,"Good","E","VVS2",64.2,57,7293,6.3,6.34,4.06
1.2,"Ideal","H","VS1",62,57,7294,6.69,6.76,4.17
1.04,"Ideal","G","VS1",61.7,57,7294,6.47,6.53,4.01
