"carat","cut","color","clarity","depth","table","price","x","y","z"
0.52,"Ideal","D","VS2",61.5,56,1919,5.19,5.15,3.18
0.52,"Ideal","D","VS2",61.3,56,1919,5.2,5.15,3.17
0.52,"Ideal","D","VS2",62.3,54,1919,5.19,5.14,3.22
0.52,"Ideal","D","VS2",61.8,56,1919,5.17,5.15,3.19
0.52,"Ideal","D","VS2",62.7,53,1919,5.17,5.14,3.23
0.52,"Ideal","D","VS2",62.6,55,1919,5.14,5.12,3.21
0.52,"Ideal","D","VS2",62.2,56,1919,5.16,5.13,3.2
0.52,"Ideal","D","VS2",61.9,57,1919,5.17,5.14,3.19
0.52,"Ideal","D","VS2",62.3,56,1919,5.16,5.11,3.2
0.52,"Ideal","D","VS2",62.6,56,1919,5.14,5.11,3.21
0.54,"Ideal","G","VVS2",62,56,1920,5.23,5.27,3.25
0.51,"Ideal","H","IF",62.6,56,1920,5.1,5.13,3.2
0.53,"Ideal","H","IF",62,54,1920,5.19,5.23,3.23
0.56,"Good","E","VS2",62.3,63,1920,5.22,5.27,3.27
0.7,"Fair","F","SI2",58.2,66,1920,5.77,5.74,3.35
0.5,"Premium","E","VS2",60.3,58,1920,5.15,5.13,3.1
0.63,"Premium","H","VS1",62.9,60,1921,5.45,5.33,3.39
0.5,"Ideal","H","VS2",62.3,55,1921,5.09,5.12,3.18
0.63,"Premium","E","SI1",61.3,58,1921,5.57,5.52,3.4
0.72,"Premium","I","SI1",62,52,1922,5.71,5.67,3.53
0.71,"Very Good","J","VS2",59,61,1922,5.81,5.85,3.44
0.7,"Good","J","VVS2",63.2,55,1922,5.63,5.57,3.54
0.53,"Ideal","G","VS1",61.3,57,1922,5.18,5.22,3.19
0.5,"Ideal","D","VS1",61.1,56,1922,5.12,5.23,3.16
0.7,"Good","J","VVS2",64.3,56,1922,5.57,5.63,3.6
0.71,"Good","J","VS2",60.6,61,1922,5.7,5.79,3.48
0.71,"Good","I","SI2",61.3,63,1922,5.66,5.7,3.48
0.57,"Ideal","H","VS1",61,57,1922,5.37,5.34,3.26
0.74,"Very Good","J","SI2",59.1,58,1923,5.93,5.99,3.52
0.71,"Premium","I","VS2",59.7,60,1923,5.83,5.86,3.49
0.75,"Ideal","J","VS2",62.3,57,1923,5.81,5.84,3.63
0.5,"Very Good","H","IF",61.4,61,1923,5.14,5.03,3.12
0.5,"Ideal","H","IF",61,56,1923,5.15,5.17,3.15
0.5,"Ideal","D","VS1",61.6,57,1923,5.09,5.13,3.15
0.6,"Ideal","F","VS2",58.6,60,1923,5.54,5.62,3.27
0.56,"Ideal","D","VS1",61.7,56,1924,5.3,5.33,3.28
0.56,"Ideal","D","VS1",60.4,56,1924,5.33,5.36,3.23
0.44,"Ideal","E","VVS1",61.1,56,1924,4.91,4.94,3.01
0.68,"Good","F","SI1",61.2,61,1924,5.59,5.63,3.43
0.79,"Premium","J","SI1",58.8,62,1924,6.03,6.01,3.54
0.51,"Premium","G","VVS1",60.2,58,1925,5.2,5.24,3.14
0.51,"Good","G","VVS1",63.9,57,1925,5.06,5.08,3.24
0.51,"Premium","G","VVS1",62.4,58,1925,5.09,5.13,3.19
0.55,"Ideal","D","VS2",61.6,56,1925,5.25,5.3,3.25
0.7,"Very Good","E","SI1",63.3,58,1926,5.63,5.57,3.55
0.51,"Ideal","G","VVS2",61.9,55,1926,5.14,5.17,3.19
0.71,"Very Good","I","SI1",60.4,63,1926,5.73,5.8,3.48
0.64,"Premium","E","VS2",61.6,62,1926,5.48,5.46,3.37
0.48,"Ideal","F","VVS1",62,55,1926,4.99,5.04,3.11
0.72,"Ideal","J","SI2",61.7,55,1926,5.77,5.81,3.57
0.7,"Ideal","J","SI1",60.4,56,1926,5.71,5.74,3.46
0.54,"Ideal","G","VVS2",61.9,55,1927,5.2,5.3,3.25
0.61,"Ideal","D","SI1",62,55,1927,5.44,5.47,3.38
0.72,"Ideal","I","SI2",60.7,60,1927,5.75,5.78,3.5
0.62,"Ideal","D","SI1",60.8,59,1927,5.48,5.5,3.34
0.73,"Premium","I","SI2",62,57,1927,5.79,5.76,3.58
0.73,"Premium","H","SI2",58.7,58,1927,5.94,5.91,3.48
0.55,"Premium","E","VS2",61.1,58,1928,5.28,5.3,3.23
0.55,"Premium","D","VS2",61.3,60,1928,5.28,5.29,3.24
0.55,"Ideal","D","VS2",61.5,56,1928,5.25,5.28,3.24
0.55,"Ideal","D","VS2",61.4,57,1928,5.27,5.31,3.25
0.55,"Ideal","D","VS2",62.3,55,1928,5.24,5.29,3.28
0.55,"Ideal","D","VS2",61.8,54,1928,5.26,5.29,3.26
0.53,"Ideal","E","VS1",61.5,57,1928,5.22,5.25,3.22
0.51,"Premium","E","VS1",61.3,58,1928,5.17,5.14,3.16
0.51,"Premium","E","VS1",61.9,58,1928,5.15,5.1,3.17
0.7,"Ideal","F","I1",62.1,57,1928,5.67,5.64,3.52
0.51,"Premium","D","VS2",58,60,1928,5.29,5.26,3.06
0.56,"Very Good","F","VS1",61.2,58,1929,5.32,5.33,3.26
0.56,"Ideal","H","VVS1",60.8,57,1929,5.3,5.35,3.24
0.56,"Ideal","H","VVS1",60,56,1929,5.37,5.4,3.23
0.57,"Ideal","H","VVS1",61.8,55,1929,5.33,5.38,3.31
0.72,"Ideal","J","SI1",62.7,56,1929,5.75,5.67,3.58
0.56,"Ideal","D","VS2",62.2,56,1929,5.28,5.26,3.28
0.7,"Good","E","SI2",63.9,59,1929,5.68,5.56,3.59
0.71,"Very Good","J","VS2",62.3,57,1930,5.65,5.69,3.53
0.56,"Premium","E","VS1",62.6,58,1930,5.23,5.28,3.29
0.56,"Ideal","E","VS1",61.3,55,1930,5.29,5.32,3.25
0.6,"Ideal","G","VS2",61.1,55,1930,5.46,5.48,3.34
0.56,"Very Good","E","VS1",62.7,60,1931,5.25,5.28,3.3
0.6,"Ideal","H","VVS2",62.2,55,1931,5.38,5.43,3.36
0.55,"Premium","F","VS2",59,58,1931,5.38,5.33,3.16
0.74,"Premium","J","SI1",61.6,59,1931,5.82,5.77,3.57
0.71,"Very Good","J","SI1",59.2,58,1932,5.86,5.9,3.48
0.53,"Ideal","G","VVS2",60.6,56,1932,5.25,5.28,3.19
0.71,"Ideal","J","VS1",61.9,55,1932,5.69,5.75,3.54
0.5,"Good","E","VS1",61.1,58.2,1932,5.08,5.12,3.11
0.63,"Very Good","H","VVS2",63.2,60,1932,5.49,5.39,3.44
0.63,"Ideal","F","SI1",59.9,59,1932,5.59,5.63,3.36
0.52,"Ideal","G","VVS2",62.1,57,1932,5.15,5.13,3.19
1,"Premium","H","I1",60.4,61,1932,6.39,6.32,3.84
0.98,"Fair","G","I1",58.7,57,1932,6.54,6.43,3.8
0.98,"Fair","G","I1",67.3,60,1932,6.17,6.11,4.14
0.62,"Premium","G","VS1",59.8,58,1933,5.55,5.58,3.33
0.51,"Ideal","G","VVS1",61,57,1933,5.17,5.19,3.16
0.51,"Ideal","G","VVS1",60.4,57,1933,5.2,5.22,3.15
0.51,"Ideal","G","VVS1",61.6,56,1933,5.12,5.16,3.17
0.57,"Very Good","G","VS1",59.9,57,1934,5.38,5.47,3.25
0.49,"Ideal","D","VS1",62.3,55,1934,5.03,5.05,3.14
0.62,"Ideal","D","SI1",61.6,55,1934,5.49,5.51,3.39
0.7,"Good","G","SI2",64.1,56,1935,5.64,5.59,3.6
0.5,"Ideal","G","VVS2",62,56,1935,5.13,5.09,3.17
