"carat","cut","color","clarity","depth","table","price","x","y","z"
0.43,"Premium","G","VS1",60.9,57,1008,4.91,4.88,2.98
0.43,"Premium","G","VS1",61,58,1008,4.92,4.89,2.99
0.43,"Premium","G","VS1",62.2,59,1008,4.84,4.81,3
0.43,"Ideal","G","VS1",62.3,56,1008,4.85,4.82,3.01
0.43,"Premium","G","VS1",61.8,59,1008,4.88,4.83,3
0.43,"Very Good","F","VS1",63.4,57,1008,4.8,4.76,3.03
0.32,"Ideal","G","VVS1",61.8,56,1008,4.41,4.39,2.72
0.4,"Premium","F","VVS2",59.4,59,1008,4.85,4.78,2.86
0.42,"Premium","H","SI1",60.5,58,1008,4.85,4.83,2.93
0.38,"Premium","D","VVS2",60.8,55,1009,4.71,4.67,2.85
0.31,"Very Good","D","VVS2",60.5,56,1009,4.38,4.41,2.66
0.42,"Very Good","D","VS1",60.6,58,1009,4.87,4.9,2.96
0.44,"Good","D","VS2",63.6,56,1009,4.81,4.84,3.07
0.5,"Good","G","SI2",63.8,57,1009,4.98,5.02,3.19
0.6,"Ideal","I","SI2",61.8,55,1009,5.44,5.46,3.37
0.39,"Premium","I","VVS2",63,56,1009,4.68,4.62,2.93
0.39,"Premium","H","VS1",61.7,57,1009,4.68,4.65,2.88
0.39,"Premium","G","VS2",62.3,59,1009,4.69,4.65,2.91
0.39,"Premium","G","VS2",60.4,61,1009,4.7,4.67,2.83
0.39,"Premium","G","VS2",61.2,60,1009,4.73,4.68,2.88
0.39,"Very Good","G","VS2",63.3,57,1009,4.65,4.61,2.93
0.39,"Very Good","G","VS2",63.4,57,1009,4.67,4.63,2.95
0.39,"Premium","G","VS2",62.4,56,1009,4.68,4.64,2.91
0.39,"Premium","G","VS2",60.9,59,1009,4.74,4.69,2.87
0.5,"Very Good","E","SI2",58,63,1009,5.22,5.19,3.02
0.33,"Premium","H","IF",61.7,59,1010,4.45,4.43,2.74
0.32,"Ideal","F","IF",62.2,55,1010,4.38,4.4,2.73
0.4,"Ideal","D","VVS2",62.5,55,1010,4.73,4.77,2.97
0.4,"Very Good","D","VVS2",62.2,62,1010,4.68,4.71,2.92
0.38,"Ideal","F","VVS2",61.3,56.2,1010,4.69,4.71,2.88
0.38,"Ideal","F","VVS2",62.1,54.6,1010,4.65,4.69,2.9
0.38,"Ideal","F","VVS2",61.7,55.4,1010,4.66,4.68,2.88
