"carat","cut","color","clarity","depth","table","price","x","y","z"
0.3,"Very Good","E","VS2",62.3,57,658,4.27,4.3,2.67
0.3,"Ideal","E","VS2",61.8,57,658,4.3,4.34,2.67
0.3,"Premium","E","VS2",61.6,58,658,4.31,4.33,2.66
0.3,"Premium","E","VS2",59.1,58,658,4.37,4.39,2.59
0.3,"Ideal","E","VS2",61.4,55,658,4.32,4.34,2.66
0.3,"Premium","E","VS2",60,60,658,4.36,4.4,2.63
0.3,"Ideal","E","VS2",61,56,658,4.33,4.36,2.65
0.3,"Ideal","E","VS2",62.6,56,658,4.29,4.34,2.7
0.3,"Premium","E","VS2",62.5,59,658,4.27,4.3,2.68
0.3,"Premium","E","VS2",60.7,59,658,4.3,4.33,2.62
0.3,"Ideal","E","VS2",61.6,55,658,4.31,4.33,2.66
0.3,"Very Good","E","VS2",62.9,58,658,4.22,4.24,2.66
0.3,"Premium","E","VS2",61.9,59,658,4.29,4.33,2.67
0.3,"Ideal","E","VS2",61.8,56,658,4.3,4.34,2.67
0.3,"Ideal","E","VS2",62.6,54,658,4.29,4.33,2.7
0.3,"Ideal","E","VS2",62.3,56,658,4.3,4.34,2.69
0.3,"Very Good","E","VS2",61.7,61,658,4.28,4.31,2.65
0.3,"Ideal","E","VS2",60.2,57,658,4.36,4.38,2.63
0.3,"Ideal","E","VS2",62,56,658,4.3,4.34,2.68
0.3,"Ideal","E","VS2",62.3,57,658,4.29,4.32,2.68
0.3,"Very Good","F","VS1",61.9,59,658,4.26,4.3,2.65
0.3,"Premium","E","VS2",60,58,658,4.37,4.4,2.63
0.3,"Ideal","F","VS1",61.4,56,658,4.33,4.37,2.67
0.3,"Very Good","E","VS2",62,58,658,4.26,4.29,2.65
0.3,"Ideal","E","VS2",62.6,56,658,4.29,4.33,2.7
0.3,"Ideal","E","VS2",62.4,57,658,4.29,4.33,2.69
0.3,"Very Good","E","VS2",62.4,57,658,4.24,4.26,2.65
0.3,"Premium","F","VS1",60.5,60,658,4.29,4.31,2.6
0.3,"Premium","E","VS2",62.1,58,658,4.29,4.31,2.67
0.3,"Ideal","E","VS2",61.5,55,658,4.29,4.33,2.65
0.3,"Ideal","E","VS2",62.1,55,658,4.3,4.33,2.68
0.3,"Very Good","E","VS2",62.9,58,658,4.22,4.27,2.67
0.3,"Very Good","E","VS2",62.8,56,658,4.28,4.32,2.7
0.3,"Ideal","E","VS2",61.7,55,658,4.3,4.32,2.66
0.3,"Ideal","E","VS2",62.5,56,658,4.28,4.3,2.68
0.3,"Ideal","F","VS1",62,55,658,4.3,4.34,2.68
0.3,"Ideal","E","VS2",61.8,56,658,4.29,4.32,2.66
0.34,"Very Good","E","VS2",59.8,62,659,4.52,4.54,2.71
0.41,"Ideal","G","SI2",62.1,53.6,659,4.75,4.79,2.96
0.41,"Good","F","SI1",64.4,56,659,4.69,4.72,3.03
0.41,"Fair","H","SI1",65.4,61,659,4.51,4.63,2.99
0.38,"Good","I","SI1",63.7,57,659,4.63,4.57,2.93
0.27,"Ideal","E","VVS1",61.7,57,659,4.14,4.16,2.56
0.35,"Very Good","G","VS1",62.6,56,659,4.49,4.52,2.82
0.33,"Very Good","D","VS2",62.9,54,660,4.4,4.44,2.78
0.29,"Very Good","G","VS1",58.1,59,660,4.39,4.42,2.56
0.32,"Very Good","G","VS1",60.8,56,660,4.45,4.48,2.71
0.32,"Very Good","G","VS1",61.9,56,660,4.41,4.45,2.74
0.3,"Very Good","E","VS1",63.4,55,660,4.26,4.29,2.71
0.38,"Very Good","F","SI1",61.5,54,660,4.69,4.71,2.89
0.31,"Ideal","H","VVS1",62,54.2,660,4.35,4.39,2.71
0.38,"Ideal","H","VS2",62.4,56,660,4.62,4.65,2.89
0.33,"Ideal","F","VS2",62,54.2,660,4.42,4.45,2.75
0.32,"Ideal","F","VS2",61.5,55,660,4.4,4.44,2.72
0.32,"Ideal","F","VS2",61.4,57,660,4.4,4.43,2.71
0.42,"Ideal","D","SI2",62,54,660,4.8,4.85,2.99
0.42,"Ideal","D","SI2",61.1,55,660,4.82,4.86,2.96
0.38,"Ideal","F","SI1",62.2,54,660,4.64,4.66,2.89
0.38,"Ideal","F","SI1",61.1,57,660,4.7,4.72,2.88
0.38,"Ideal","E","SI1",62.1,55,660,4.64,4.67,2.89
0.38,"Ideal","E","SI1",62.3,53,660,4.65,4.69,2.91
0.31,"Ideal","E","SI1",61.5,55,660,4.37,4.41,2.7
0.38,"Ideal","E","SI1",59.4,61,660,4.72,4.74,2.81
0.31,"Ideal","E","SI1",61.1,56,660,4.39,4.41,2.69
0.31,"Good","F","VVS2",63.6,55,660,4.29,4.33,2.74
0.31,"Ideal","H","VVS1",61.6,57,660,4.32,4.35,2.67
0.31,"Ideal","G","VVS2",62.7,57,660,4.32,4.35,2.72
0.39,"Very Good","H","VS2",60.7,56,661,4.77,4.79,2.9
0.32,"Very Good","E","VS1",62.9,57,661,4.36,4.39,2.75
0.39,"Very Good","F","SI1",60,55,661,4.76,4.79,2.86
0.31,"Ideal","G","VVS2",60,58,661,4.38,4.42,2.64
0.43,"Good","G","SI2",58.8,61,661,4.92,4.94,2.9
0.3,"Premium","D","VS1",60.7,58,661,4.34,4.36,2.64
