"carat","cut","color","clarity","depth","table","price","x","y","z"
1.34,"Ideal","G","VS1",62.7,57,10070,7.1,7.04,4.43
1.31,"Premium","G","VS1",61.5,59,10071,7.06,7,4.32
1.31,"Ideal","G","VS1",62.2,56,10071,7.05,7.01,4.37
1.31,"Ideal","G","VS1",61.5,57,10071,7.06,7.02,4.33
2.52,"Fair","G","I1",66.9,57,10076,8.39,8.33,5.6
1.53,"Very Good","H","VS1",59.5,63,10076,7.51,7.44,4.45
1.26,"Premium","F","VS1",62.7,58,10076,6.93,6.86,4.32
1.73,"Ideal","J","VS2",63,57,10076,7.64,7.6,4.8
1.52,"Premium","H","SI1",62.5,58,10078,7.33,7.29,4.57
1.6,"Very Good","H","SI1",63.1,58,10078,7.45,7.39,4.68
1.52,"Good","H","SI1",63.6,57,10078,7.3,7.25,4.63
1.52,"Good","H","SI1",63.8,60,10078,7.3,7.24,4.64
1.19,"Ideal","D","VS1",61.1,57,10079,6.84,6.87,4.19
1.5,"Very Good","E","SI2",63.5,60,10080,7.25,7.21,4.59
1.5,"Ideal","I","VS1",61.3,57,10080,7.35,7.32,4.5
1.5,"Premium","I","VS1",62.7,59,10080,7.3,7.25,4.56
1.5,"Premium","E","SI2",59.5,55,10080,7.51,7.47,4.46
1.5,"Premium","H","SI1",61.4,58,10080,7.41,7.28,4.51
1.5,"Ideal","H","VS1",61.3,55,10080,7.37,7.34,4.51
1.5,"Premium","E","SI2",61.2,59,10080,7.41,7.36,4.52
0.32,"Ideal","H","VVS2",61.4,54,628,4.4,4.43,2.71
0.35,"Ideal","I","VVS1",61.6,55,628,4.55,4.58,2.81
0.42,"Ideal","J","VS2",62,55,628,4.81,4.87,3
0.34,"Ideal","G","VS2",61,55,628,4.56,4.58,2.79
0.32,"Ideal","G","VS1",61.4,56,628,4.42,4.47,2.73
0.38,"Ideal","E","SI2",62.1,54.1,628,4.64,4.69,2.9
0.38,"Ideal","E","SI2",61.8,56,628,4.62,4.66,2.87
0.31,"Ideal","F","SI1",62,54,628,4.36,4.38,2.71
0.39,"Ideal","E","SI1",61.1,55,628,4.74,4.75,2.9
0.32,"Good","G","VS1",57,62,628,4.51,4.54,2.58
0.34,"Ideal","H","SI1",62.6,56,628,4.48,4.46,2.8
0.34,"Very Good","H","SI1",63.3,56,628,4.46,4.45,2.82
0.34,"Ideal","H","SI1",60.7,56,628,4.58,4.52,2.76
0.34,"Good","H","SI1",63.7,57,628,4.45,4.44,2.83
0.31,"Premium","H","VS2",61.9,58,628,4.39,4.37,2.71
0.31,"Ideal","H","VS2",62,57,628,4.38,4.33,2.7
0.31,"Premium","H","VS2",59.7,61,628,4.42,4.39,2.63
0.31,"Ideal","I","VS1",61.6,55,628,4.36,4.34,2.68
0.31,"Ideal","I","VS1",61.9,54,628,4.38,4.34,2.7
0.31,"Premium","I","VS1",60.8,59,628,4.41,4.37,2.67
0.31,"Premium","I","VS1",59.2,60,628,4.45,4.4,2.62
0.31,"Ideal","I","VS1",62.8,55,628,4.35,4.31,2.72
0.31,"Very Good","I","VS1",63.2,56,628,4.33,4.28,2.72
0.31,"Premium","I","VS1",63,58,628,4.32,4.29,2.71
0.31,"Premium","I","VS1",62.6,59,628,4.33,4.29,2.7
0.31,"Premium","I","VS1",62.3,59,628,4.35,4.29,2.69
0.31,"Good","I","VS1",63.7,55,628,4.33,4.3,2.75
0.31,"Ideal","I","VS1",62.8,57,628,4.32,4.28,2.7
0.31,"Good","I","VS1",63.9,56,628,4.3,4.28,2.74
0.31,"Good","I","VS1",63.8,56,628,4.32,4.27,2.74
1.5,"Premium","E","SI2",60.7,55,10080,7.44,7.39,4.5
1.5,"Fair","E","SI2",66.3,60,10080,7.09,7.02,4.68
1.16,"Ideal","G","IF",62.3,55,10082,6.79,6.73,4.21
1.16,"Ideal","G","IF",62,57,10082,6.73,6.7,4.16
1.21,"Premium","D","VS1",60.2,59,10083,6.89,6.86,4.14
1.71,"Premium","H","VS2",59.2,61,10084,7.83,7.77,4.62
1.72,"Good","G","SI2",62.8,59.3,10084,7.55,7.62,4.76
1.74,"Ideal","E","SI2",62.3,57,10085,7.8,7.7,4.83
1.51,"Good","G","SI1",63.3,58,10085,7.2,7.26,4.58
1.74,"Very Good","H","SI2",62.1,59,10086,7.65,7.78,4.79
1.5,"Premium","G","SI1",62.7,58,10087,7.28,7.23,4.55
1.51,"Good","E","SI1",60.4,61,10088,7.33,7.37,4.44
1.82,"Very Good","J","VS1",62.2,56,10090,7.83,7.96,4.91
1.51,"Very Good","H","VS2",61.9,57,10090,7.32,7.36,4.54
1.3,"Ideal","F","VS2",62.2,56,10090,6.98,6.94,4.33
1.3,"Premium","F","VS2",60.4,59,10090,7.12,7.06,4.28
1.5,"Very Good","I","VVS2",63.3,58,10090,7.27,7.24,4.59
1.56,"Premium","E","SI2",62.4,60,10090,7.41,7.36,4.61
1.5,"Premium","D","SI2",59.9,60,10090,7.48,7.41,4.46
1.7,"Premium","G","SI2",58.9,62,10091,7.79,7.72,4.57
1.57,"Ideal","I","VS2",61.5,56,10093,7.56,7.49,4.63
1.07,"Ideal","F","VVS2",60.3,55,10093,6.65,6.68,4.02
1.31,"Very Good","E","VS2",63.1,56,10094,6.95,6.9,4.37
1.49,"Premium","H","SI1",61.9,57,10096,7.35,7.31,4.54
1.71,"Ideal","I","SI2",62.1,58,10096,7.64,7.56,4.72
1.51,"Ideal","H","SI1",61.9,58,10096,7.33,7.37,4.55
1.33,"Good","G","VS1",62.8,60,10096,6.87,6.92,4.33
1.53,"Premium","I","VS1",61.2,59,10098,7.39,7.41,4.53
1.75,"Very Good","I","SI2",61.2,57,10098,7.71,7.76,4.73
1.61,"Ideal","I","VS2",62.5,57,10098,7.49,7.43,4.66
1.31,"Ideal","G","VS1",61.9,56,10099,7.03,7.13,4.38
1.22,"Ideal","F","VS1",62.3,57,10100,6.83,6.79,4.24
1.64,"Good","I","SI1",57.9,61,10102,7.78,7.74,4.49
1.07,"Ideal","E","VVS2",61.7,57,10104,6.55,6.61,4.06
1.59,"Ideal","I","SI1",62.4,56,10106,7.48,7.46,4.66
1.59,"Very Good","I","VS2",60.5,63,10106,7.52,7.45,4.53
1.8,"Very Good","J","SI1",61.4,55,10107,7.86,7.8,4.81
1.79,"Ideal","J","SI1",59.8,61,10108,7.87,7.91,4.72
1.22,"Premium","G","VVS2",62,58,10111,6.9,6.85,4.26
1.09,"Premium","E","VVS2",59.9,59,10111,6.73,6.7,4.02
1.58,"Very Good","I","VS1",61.8,57,10112,7.5,7.56,4.64
1,"Very Good","D","VVS2",61.7,58,10113,6.37,6.41,3.94
1.23,"Ideal","G","VVS1",63.2,56,10113,6.78,6.83,4.3
1.51,"Very Good","E","SI1",63.1,56,10113,7.24,7.22,4.56
1.25,"Ideal","D","VS2",62.6,56,10114,6.87,6.84,4.29
1.17,"Premium","D","VS1",61.7,59,10115,6.77,6.72,4.16
1.51,"Very Good","G","SI1",63.3,60,10116,7.2,7.24,4.57
1.51,"Premium","D","SI1",62.2,59,10122,7.34,7.29,4.55
1.5,"Ideal","D","SI2",63,56,10122,7.3,7.25,4.58
1.28,"Ideal","G","VS1",62.1,57,10126,6.91,6.94,4.3
1.43,"Ideal","H","VVS2",61.6,54,10129,7.25,7.29,4.48
1.51,"Good","H","VS1",59.9,61,10129,7.34,7.39,4.41
1.52,"Ideal","F","SI2",61.9,57,10129,7.37,7.33,4.55
1.52,"Very Good","I","VS2",61.7,55,10130,7.39,7.32,4.54
1.04,"Very Good","D","VVS2",60.8,58,10130,6.49,6.53,3.96
1.07,"Ideal","E","VVS2",62.3,56,10133,6.51,6.61,4.09
1.66,"Very Good","H","SI1",62.8,56,10134,7.53,7.57,4.74
1.5,"Good","F","VS2",64,56,10134,7.18,7.13,4.64
1,"Premium","E","VVS1",60.3,54,10134,6.59,6.47,3.94
1.87,"Ideal","J","SI1",62.3,57,10137,7.88,7.82,4.89
1.21,"Premium","E","VS1",60.3,58,10137,6.95,6.91,4.18
1.24,"Ideal","F","VS1",61.5,54,10138,6.93,6.89,4.25
1.24,"Ideal","F","VS1",60.9,54,10138,6.98,6.95,4.24
1.5,"Very Good","G","SI1",63.1,59,10139,7.22,7.27,4.57
1.11,"Very Good","F","VVS1",59.7,55,10141,6.77,6.82,4.06
1.1,"Ideal","D","VS1",61.9,56,10144,6.58,6.61,4.09
1.52,"Very Good","H","SI1",62.5,58,10145,7.28,7.34,4.57
1.53,"Ideal","H","SI1",62.9,60,10145,7.36,7.28,4.61
1.5,"Very Good","I","IF",62.9,58,10147,7.21,7.31,4.57
1.01,"Premium","D","VVS2",60.2,58,10147,6.57,6.51,3.94
1.51,"Ideal","E","SI2",62.6,53,10147,7.4,7.32,4.61
1.57,"Premium","H","SI1",62.2,61,10149,7.38,7.32,4.57
1.52,"Very Good","G","SI1",62.5,58,10150,7.26,7.3,4.55
1.68,"Premium","I","SI1",61.5,59,10151,7.63,7.58,4.68
1.53,"Ideal","H","SI1",62.3,57,10153,7.41,7.36,4.6
1.31,"Ideal","G","VS1",60.5,57,10155,7.1,7.14,4.31
1.2,"Premium","D","VS2",61.1,58,10161,6.85,6.83,4.18
1.8,"Very Good","I","SI2",63.2,58,10161,7.75,7.66,4.87
1.83,"Premium","H","SI1",60.4,59,10162,7.89,7.85,4.75
1.5,"Very Good","I","VS1",62.2,59,10164,7.27,7.3,4.53
1.54,"Premium","I","VS1",61.6,58,10164,7.39,7.42,4.56
1.54,"Good","I","VS1",63.6,60,10164,7.3,7.33,4.65
1.5,"Ideal","I","VS1",62,54,10164,7.32,7.38,4.56
1.67,"Very Good","I","VS2",60.7,60,10165,7.61,7.68,4.64
1.7,"Very Good","J","VS1",62.9,58,10165,7.54,7.67,4.79
1.61,"Premium","J","IF",62.1,58,10165,7.47,7.53,4.66
1.2,"Premium","G","IF",59.4,61,10169,6.95,6.92,4.12
1.53,"Ideal","I","VS1",60.2,60,10171,7.51,7.48,4.51
1.2,"Very Good","F","VVS2",63.8,58,10173,6.67,6.69,4.26
1.21,"Ideal","F","VS2",61.5,54,10177,6.88,6.89,4.24
2.19,"Premium","J","SI2",58.8,58,10179,8.57,8.53,5.03
1.52,"Premium","E","SI1",60.2,58,10180,7.44,7.37,4.46
1.01,"Good","G","VS2",63.6,56,10181,6.31,6.24,3.99
2.02,"Ideal","I","SI2",62.6,56,10181,8.05,8.01,5.03
2.09,"Premium","H","SI2",61,60,10182,8.28,8.19,5.02
2.01,"Fair","H","SI2",64.9,56,10184,7.88,7.81,5.09
2.01,"Fair","H","SI2",64.9,56,10184,7.88,7.81,5.09
2.01,"Good","I","SI1",64.1,60,10184,7.92,7.88,5.06
2.01,"Good","I","SI1",64.1,60,10184,7.92,7.88,5.06
2.01,"Very Good","H","SI2",63.1,59,10184,7.96,7.88,5
1.24,"Very Good","E","VS1",62,58,10185,6.9,6.96,4.3
1.51,"Ideal","H","VS1",61.2,58,10186,7.36,7.42,4.52
1.35,"Ideal","G","VS1",61.5,56,10193,7.12,7.15,4.39
1.53,"Premium","I","VS2",62,58,10196,7.41,7.36,4.58
1.09,"Ideal","F","VVS2",62,56,10196,6.63,6.6,4.1
1.01,"Ideal","F","VVS1",60.5,60,10197,6.45,6.47,3.91
1.58,"Ideal","I","VS2",61.4,55,10197,7.49,7.55,4.62
1.61,"Ideal","F","SI1",60.9,57,10197,7.58,7.51,4.6
1.57,"Very Good","H","SI1",62,60,10200,7.4,7.44,4.6
1.24,"Premium","G","VVS2",59.9,60,10202,6.98,7,4.19
1.24,"Very Good","E","VS1",59.9,61,10202,6.96,6.99,4.18
1.27,"Premium","G","VVS2",61,58,10203,6.96,7.01,4.26
1.08,"Very Good","F","VVS1",61,58,10204,6.64,6.61,4.04
1.5,"Very Good","H","VS2",63.4,57,10206,7.27,7.2,4.59
